Id, Amenity, Centroid, Geometry
64794881,place_of_worship,"POINT (20.218796915123249 49.137257177825042)","LINEARRING (20.218812942504883 49.137298583984375, 20.218839645385742 49.137302398681641, 20.218841552734375 49.137294769287109, 20.218852996826172 49.137294769287109, 20.218862533569336 49.137252807617188, 20.218849182128906 49.137252807617188, 20.218854904174805 49.137229919433594, 20.218864440917969 49.137229919433594, 20.218868255615234 49.1372184753418, 20.218851089477539 49.1372184753418, 20.218849182128906 49.137210845947266, 20.218845367431641 49.137203216552734, 20.218830108642578 49.137191772460938, 20.218820571899414 49.137187957763672, 20.218793869018555 49.137187957763672, 20.218780517578125 49.137191772460938, 20.218770980834961 49.137199401855469, 20.21876335144043 49.137203216552734, 20.218757629394531 49.137210845947266, 20.2187442779541 49.137210845947266, 20.218742370605469 49.1372184753418, 20.218751907348633 49.1372184753418, 20.218748092651367 49.137245178222656, 20.218740463256836 49.137245178222656, 20.218738555908203 49.137252807617188, 20.218746185302734 49.137252807617188, 20.218740463256836 49.137275695800781, 20.218730926513672 49.137275695800781, 20.218729019165039 49.137283325195312, 20.218740463256836 49.137283325195312, 20.218738555908203 49.137290954589844, 20.218761444091797 49.137294769287109, 20.218757629394531 49.1373176574707, 20.218761444091797 49.1373176574707, 20.218761444091797 49.137321472167969, 20.218769073486328 49.137321472167969, 20.218769073486328 49.1373176574707, 20.218778610229492 49.1373176574707, 20.218799591064453 49.137321472167969, 20.218799591064453 49.137325286865234, 20.218807220458984 49.137325286865234, 20.218812942504883 49.137298583984375)"
64795025,townhall,"POINT (20.223654230327433 49.140842504759064)","LINEARRING (20.223676681518555 49.14068603515625, 20.223640441894531 49.140731811523438, 20.223440170288086 49.140666961669922, 20.223283767700195 49.140865325927734, 20.223451614379883 49.140918731689453, 20.22352409362793 49.140823364257812, 20.223596572875977 49.140846252441406, 20.223587036132812 49.140861511230469, 20.223670959472656 49.140888214111328, 20.223682403564453 49.140876770019531, 20.223752975463867 49.140895843505859, 20.223678588867188 49.140995025634766, 20.223846435546875 49.141048431396484, 20.224002838134766 49.140846252441406, 20.223796844482422 49.140777587890625, 20.22382926940918 49.1407356262207, 20.2237491607666 49.140708923339844, 20.223676681518555 49.14068603515625)"
64795102,place_of_worship,"POINT (20.220917211314109 49.1412310909443)","LINEARRING (20.220981597900391 49.141273498535156, 20.220958709716797 49.141265869140625, 20.221017837524414 49.141201019287109, 20.220989227294922 49.141189575195312, 20.221036911010742 49.141143798828125, 20.221015930175781 49.141132354736328, 20.220998764038086 49.1411247253418, 20.220947265625 49.141170501708984, 20.220914840698242 49.141159057617188, 20.220853805541992 49.141216278076172, 20.220827102661133 49.141204833984375, 20.220790863037109 49.141239166259766, 20.220804214477539 49.1412467956543, 20.220806121826172 49.141254425048828, 20.220800399780273 49.141265869140625, 20.220808029174805 49.14129638671875, 20.220800399780273 49.141304016113281, 20.220806121826172 49.141319274902344, 20.220821380615234 49.141326904296875, 20.220842361450195 49.141326904296875, 20.220851898193359 49.141315460205078, 20.220905303955078 49.141315460205078, 20.220914840698242 49.14129638671875, 20.220945358276367 49.141311645507812, 20.220981597900391 49.141273498535156)"
64795337,place_of_worship,"POINT (20.219383224917102 49.137235560729906)","LINEARRING (20.219505310058594 49.137310028076172, 20.219551086425781 49.137310028076172, 20.219524383544922 49.137283325195312, 20.219572067260742 49.137214660644531, 20.219491958618164 49.137191772460938, 20.219570159912109 49.137069702148438, 20.219547271728516 49.137065887451172, 20.219486236572266 49.137046813964844, 20.219478607177734 49.137046813964844, 20.21937370300293 49.137065887451172, 20.219388961791992 49.137092590332031, 20.219352722167969 49.137100219726562, 20.219348907470703 49.137092590332031, 20.21929931640625 49.137077331542969, 20.21931266784668 49.13714599609375, 20.21928596496582 49.137134552001953, 20.219255447387695 49.137248992919922, 20.219217300415039 49.137283325195312, 20.219175338745117 49.137290954589844, 20.219154357910156 49.137290954589844, 20.219154357910156 49.137294769287109, 20.219175338745117 49.137294769287109, 20.219184875488281 49.137313842773438, 20.219192504882812 49.137332916259766, 20.219179153442383 49.137344360351562, 20.219182968139648 49.137344360351562, 20.219194412231445 49.137336730957031, 20.219255447387695 49.137325286865234, 20.219305038452148 49.1373291015625, 20.21934700012207 49.137351989746094, 20.219329833984375 49.137378692626953, 20.219301223754883 49.13739013671875, 20.219303131103516 49.137393951416016, 20.219333648681641 49.137382507324219, 20.219369888305664 49.13739013671875, 20.219394683837891 49.137432098388672, 20.219419479370117 49.137416839599609, 20.219432830810547 49.137420654296875, 20.219505310058594 49.137310028076172)"
71522117,place_of_worship,"POINT (20.182027953771435 49.07551165407228)","LINEARRING (20.182044982910156 49.075592041015625, 20.182052612304688 49.075603485107422, 20.182079315185547 49.075595855712891, 20.182073593139648 49.075584411621094, 20.182239532470703 49.075542449951172, 20.182228088378906 49.07550048828125, 20.182252883911133 49.075492858886719, 20.182216644287109 49.075420379638672, 20.182182312011719 49.075420379638672, 20.182165145874023 49.075401306152344, 20.181995391845703 49.075439453125, 20.181983947753906 49.075416564941406, 20.181955337524414 49.075424194335938, 20.181966781616211 49.075447082519531, 20.181905746459961 49.075458526611328, 20.181900024414062 49.075492858886719, 20.181825637817383 49.075511932373047, 20.181848526000977 49.0755500793457, 20.181808471679688 49.0755615234375, 20.181821823120117 49.075580596923828, 20.181859970092773 49.0755729675293, 20.181882858276367 49.075611114501953, 20.181955337524414 49.075592041015625, 20.181983947753906 49.075603485107422, 20.182044982910156 49.075592041015625)"
71522354,place_of_worship,"POINT (20.184752510760458 49.074545532412685)","LINEARRING (20.184947967529297 49.074516296386719, 20.184885025024414 49.074520111083984, 20.184885025024414 49.074497222900391, 20.184772491455078 49.074501037597656, 20.184770584106445 49.074489593505859, 20.18461799621582 49.074493408203125, 20.18461799621582 49.074527740478516, 20.184551239013672 49.074531555175781, 20.184551239013672 49.074577331542969, 20.184625625610352 49.074577331542969, 20.184623718261719 49.074592590332031, 20.184795379638672 49.074588775634766, 20.184795379638672 49.074600219726562, 20.184898376464844 49.0745964050293, 20.184896469116211 49.074562072753906, 20.18494987487793 49.074562072753906, 20.184947967529297 49.074516296386719)"
73208167,place_of_worship,"POINT (20.130470586358456 49.061803899516214)","LINEARRING (20.130558013916016 49.061817169189453, 20.130424499511719 49.061717987060547, 20.130395889282227 49.061733245849609, 20.130399703979492 49.061737060546875, 20.130332946777344 49.061771392822266, 20.1304931640625 49.061882019042969, 20.130552291870117 49.061847686767578, 20.130569458007812 49.061859130859375, 20.1306095123291 49.061836242675781, 20.130571365356445 49.061809539794922, 20.130558013916016 49.061817169189453)"
73278972,restaurant,"POINT (20.137796817341027 49.094640884808385)","LINEARRING (20.137712478637695 49.09466552734375, 20.137842178344727 49.094696044921875, 20.137880325317383 49.094627380371094, 20.137845993041992 49.094619750976562, 20.137851715087891 49.094608306884766, 20.137748718261719 49.094585418701172, 20.137712478637695 49.09466552734375)"
73360857,place_of_worship,"POINT (20.265939241636456 49.12297774651)","LINEARRING (20.26579475402832 49.122978210449219, 20.265851974487305 49.123054504394531, 20.266042709350586 49.122989654541016, 20.266031265258789 49.122974395751953, 20.266077041625977 49.122959136962891, 20.266042709350586 49.1229133605957, 20.265995025634766 49.122932434082031, 20.265983581542969 49.122917175292969, 20.26579475402832 49.122978210449219)"
73360909,place_of_worship,"POINT (20.266963943432412 49.122278777522645)","LINEARRING (20.2668399810791 49.122348785400391, 20.2668514251709 49.122337341308594, 20.266895294189453 49.1223258972168, 20.266904830932617 49.122341156005859, 20.267061233520508 49.122299194335938, 20.267068862915039 49.122310638427734, 20.267160415649414 49.122287750244141, 20.267108917236328 49.122211456298828, 20.267030715942383 49.122230529785156, 20.267024993896484 49.122222900390625, 20.266942977905273 49.122241973876953, 20.266927719116211 49.122215270996094, 20.266887664794922 49.122222900390625, 20.266904830932617 49.12225341796875, 20.266857147216797 49.122264862060547, 20.266866683959961 49.122283935546875, 20.266826629638672 49.122291564941406, 20.266790390014648 49.122287750244141, 20.266786575317383 49.122299194335938, 20.266820907592773 49.1223030090332, 20.266838073730469 49.122329711914062, 20.266828536987305 49.122344970703125, 20.2668399810791 49.122348785400391)"
73438225,place_of_worship,"POINT (20.280828489399013 49.068022322918274)","LINEARRING (20.280801773071289 49.068099975585938, 20.280935287475586 49.068092346191406, 20.280935287475586 49.068084716796875, 20.281015396118164 49.068080902099609, 20.281013488769531 49.068050384521484, 20.281045913696289 49.068027496337891, 20.281044006347656 49.0679931640625, 20.281007766723633 49.067974090576172, 20.280921936035156 49.067977905273438, 20.280921936035156 49.067966461181641, 20.280788421630859 49.067970275878906, 20.280786514282227 49.067939758300781, 20.280731201171875 49.067939758300781, 20.280733108520508 49.067974090576172, 20.280677795410156 49.067977905273438, 20.280679702758789 49.068000793457031, 20.280618667602539 49.068008422851562, 20.280624389648438 49.068050384521484, 20.280683517456055 49.068042755126953, 20.280685424804688 49.068069458007812, 20.280797958374023 49.068065643310547, 20.280801773071289 49.068099975585938)"
73438504,place_of_worship,"POINT (20.282703421417484 49.066945903614325)","LINEARRING (20.282960891723633 49.066978454589844, 20.28297233581543 49.066967010498047, 20.282926559448242 49.066848754882812, 20.282907485961914 49.066841125488281, 20.282785415649414 49.066860198974609, 20.282777786254883 49.066848754882812, 20.282764434814453 49.066844940185547, 20.2825927734375 49.066871643066406, 20.2825870513916 49.0668830871582, 20.282478332519531 49.0669059753418, 20.282468795776367 49.066913604736328, 20.282468795776367 49.066925048828125, 20.282444000244141 49.066940307617188, 20.282424926757812 49.066963195800781, 20.282438278198242 49.066997528076172, 20.282445907592773 49.067008972167969, 20.282466888427734 49.067020416259766, 20.28251838684082 49.067031860351562, 20.282520294189453 49.067039489746094, 20.282537460327148 49.067047119140625, 20.282636642456055 49.067039489746094, 20.282663345336914 49.067043304443359, 20.282829284667969 49.0670166015625, 20.2828369140625 49.067012786865234, 20.282838821411133 49.067001342773438, 20.282960891723633 49.066978454589844)"
73756225,place_of_worship,"POINT (20.282340610284173 49.093643610596196)","LINEARRING (20.282571792602539 49.093673706054688, 20.282566070556641 49.093654632568359, 20.28254508972168 49.093658447265625, 20.282510757446289 49.09356689453125, 20.282398223876953 49.093585968017578, 20.282394409179688 49.093578338623047, 20.282299041748047 49.093593597412109, 20.282289505004883 49.09356689453125, 20.282222747802734 49.093578338623047, 20.282230377197266 49.093601226806641, 20.282190322875977 49.093608856201172, 20.282201766967773 49.0936393737793, 20.28211784362793 49.093654632568359, 20.282140731811523 49.093708038330078, 20.282197952270508 49.093700408935547, 20.282205581665039 49.093719482421875, 20.28240966796875 49.093677520751953, 20.282415390014648 49.093696594238281, 20.282571792602539 49.093673706054688)"
93303162,parking,"POINT (20.281397702178339 49.01866283825948)","LINEARRING (20.28126335144043 49.018692016601562, 20.281223297119141 49.018646240234375, 20.281539916992188 49.018634796142578, 20.281574249267578 49.018669128417969, 20.281461715698242 49.0186882019043, 20.28126335144043 49.018692016601562)"
93303171,place_of_worship,"POINT (20.281772558497131 49.015751928806061)","LINEARRING (20.281784057617188 49.015789031982422, 20.281797409057617 49.015800476074219, 20.281816482543945 49.015792846679688, 20.281835556030273 49.015785217285156, 20.281822204589844 49.015773773193359, 20.281835556030273 49.015766143798828, 20.281776428222656 49.015708923339844, 20.281770706176758 49.015712738037109, 20.281757354736328 49.015697479248047, 20.281705856323242 49.015720367431641, 20.281719207763672 49.015731811523438, 20.281711578369141 49.0157356262207, 20.281761169433594 49.015785217285156, 20.281757354736328 49.015789031982422, 20.281761169433594 49.015792846679688, 20.281764984130859 49.015789031982422, 20.281768798828125 49.015796661376953, 20.281784057617188 49.015789031982422)"
93303236,parking,"POINT (20.281436242867169 49.018548679737584)","LINEARRING (20.281204223632812 49.018585205078125, 20.281656265258789 49.018573760986328, 20.281711578369141 49.018512725830078, 20.281534194946289 49.018520355224609, 20.281160354614258 49.018531799316406, 20.281204223632812 49.018585205078125)"
97173013,school,"POINT (20.180701333265045 49.073266606324289)","LINEARRING (20.182165145874023 49.073348999023438, 20.180877685546875 49.072368621826172, 20.179233551025391 49.073101043701172, 20.180158615112305 49.073875427246094, 20.180360794067383 49.074050903320312, 20.180412292480469 49.073978424072266, 20.180757522583008 49.074142456054688, 20.180992126464844 49.074039459228516, 20.182165145874023 49.073348999023438)"
123081851,parking,"POINT (20.179577655344339 49.058344680536813)","LINEARRING (20.179380416870117 49.0583610534668, 20.179397583007812 49.05828857421875, 20.179777145385742 49.058330535888672, 20.179758071899414 49.058399200439453, 20.179380416870117 49.0583610534668)"
123089017,parking,"POINT (20.213979498844832 49.137887830049934)","LINEARRING (20.215229034423828 49.138458251953125, 20.215250015258789 49.138442993164062, 20.214704513549805 49.138229370117188, 20.214380264282227 49.138092041015625, 20.214160919189453 49.137977600097656, 20.213857650756836 49.1378059387207, 20.213546752929688 49.137641906738281, 20.213142395019531 49.137458801269531, 20.212760925292969 49.137306213378906, 20.212713241577148 49.1373291015625, 20.213125228881836 49.137485504150391, 20.213508605957031 49.137660980224609, 20.21379280090332 49.1378059387207, 20.213832855224609 49.1378288269043, 20.214315414428711 49.138107299804688, 20.214633941650391 49.138229370117188, 20.214803695678711 49.1382942199707, 20.215229034423828 49.138458251953125)"
129843168,nightclub,"POINT (20.295287587220024 49.0574092751076)","LINEARRING (20.295150756835938 49.057220458984375, 20.294988632202148 49.057201385498047, 20.294960021972656 49.057300567626953, 20.294981002807617 49.057304382324219, 20.294977188110352 49.057319641113281, 20.294954299926758 49.057315826416016, 20.294937133789062 49.057376861572266, 20.294960021972656 49.057380676269531, 20.294958114624023 49.057388305664062, 20.29493522644043 49.0573844909668, 20.294921875 49.057430267333984, 20.294944763183594 49.05743408203125, 20.294921875 49.057510375976562, 20.29499626159668 49.057521820068359, 20.294992446899414 49.057537078857422, 20.295000076293945 49.057537078857422, 20.295003890991211 49.057521820068359, 20.295190811157227 49.057544708251953, 20.295207977294922 49.057479858398438, 20.295732498168945 49.057544708251953, 20.295772552490234 49.057407379150391, 20.295198440551758 49.057334899902344, 20.295207977294922 49.057304382324219, 20.295221328735352 49.057308197021484, 20.295236587524414 49.057254791259766, 20.295145034790039 49.057243347167969, 20.295150756835938 49.057220458984375)"
129843180,parking,"POINT (20.295059019377764 49.058326665359104)","LINEARRING (20.295015335083008 49.057998657226562, 20.294914245605469 49.058662414550781, 20.295190811157227 49.058433532714844, 20.295238494873047 49.058128356933594, 20.295015335083008 49.057998657226562)"
137119442,school,"POINT (20.207349798396166 49.0584422111543)","LINEARRING (20.208337783813477 49.058067321777344, 20.206514358520508 49.057918548583984, 20.206558227539062 49.058917999267578, 20.207828521728516 49.059032440185547, 20.207962036132812 49.058990478515625, 20.208337783813477 49.058067321777344)"
137119448,parking,"POINT (20.197972297668457 49.057941436767578)","LINEARRING (20.1977596282959 49.058097839355469, 20.198122024536133 49.058128356933594, 20.198184967041016 49.057785034179688, 20.197822570800781 49.057754516601562, 20.1977596282959 49.058097839355469)"
137552726,parking,"POINT (20.310107667708639 49.135302252669774)","LINEARRING (20.31016731262207 49.135185241699219, 20.310298919677734 49.135330200195312, 20.310035705566406 49.135417938232422, 20.309919357299805 49.135272979736328, 20.31016731262207 49.135185241699219)"
137648137,parking,"POINT (20.287903367327736 49.145863852770979)","LINEARRING (20.287765502929688 49.146114349365234, 20.287704467773438 49.146110534667969, 20.287662506103516 49.145923614501953, 20.287649154663086 49.145866394042969, 20.287845611572266 49.145725250244141, 20.288192749023438 49.145694732666016, 20.288228988647461 49.145748138427734, 20.28813362121582 49.145793914794922, 20.287933349609375 49.145870208740234, 20.287826538085938 49.146114349365234, 20.287765502929688 49.146114349365234)"
137694952,parking,"POINT (20.291737499271914 49.143991155758016)","LINEARRING (20.291810989379883 49.144111633300781, 20.29179573059082 49.144126892089844, 20.291772842407227 49.144138336181641, 20.291660308837891 49.144050598144531, 20.29163932800293 49.143978118896484, 20.29167366027832 49.143840789794922, 20.291774749755859 49.143886566162109, 20.291810989379883 49.143943786621094, 20.291841506958008 49.144035339355469, 20.29179573059082 49.144096374511719, 20.291810989379883 49.144111633300781)"
137694956,parking,"POINT (20.29132065349587 49.14463790118814)","LINEARRING (20.291166305541992 49.144710540771484, 20.291231155395508 49.144748687744141, 20.291475296020508 49.144565582275391, 20.291408538818359 49.144527435302734, 20.291166305541992 49.144710540771484)"
137694960,parking,"POINT (20.2887163222096 49.145551699377414)","LINEARRING (20.288999557495117 49.145584106445312, 20.288938522338867 49.145431518554688, 20.288433074951172 49.1455192565918, 20.288494110107422 49.145671844482422, 20.288553237915039 49.145660400390625, 20.288963317871094 49.145591735839844, 20.288999557495117 49.145584106445312)"
145757849,pub,"POINT (20.242339729300351 48.99210384530322)","LINEARRING (20.242410659790039 48.992107391357422, 20.242427825927734 48.992095947265625, 20.242427825927734 48.992080688476562, 20.242414474487305 48.992073059082031, 20.242414474487305 48.992046356201172, 20.242277145385742 48.992042541503906, 20.242267608642578 48.992172241210938, 20.242355346679688 48.9921760559082, 20.242361068725586 48.992130279541016, 20.242387771606445 48.992130279541016, 20.242389678955078 48.992107391357422, 20.242410659790039 48.992107391357422)"
145757865,place_of_worship,"POINT (20.24293159337445 48.992549817220073)","LINEARRING (20.242996215820312 48.992500305175781, 20.243000030517578 48.992473602294922, 20.24293327331543 48.992465972900391, 20.242931365966797 48.992488861083984, 20.242742538452148 48.992469787597656, 20.242719650268555 48.992580413818359, 20.242977142333984 48.992607116699219, 20.242975234985352 48.992637634277344, 20.243078231811523 48.992645263671875, 20.243082046508789 48.992622375488281, 20.243127822875977 48.992599487304688, 20.243141174316406 48.992588043212891, 20.243146896362305 48.9925651550293, 20.243131637573242 48.992546081542969, 20.24308967590332 48.992523193359375, 20.243057250976562 48.992519378662109, 20.243017196655273 48.992519378662109, 20.243019104003906 48.992500305175781, 20.242996215820312 48.992500305175781)"
