WKT,osm_id,name,waterway
"LINESTRING (17.2697252 49.5349529,17.2705605 49.534684,17.2718068 49.5344656,17.2729012 49.5342245,17.2731467 49.5341062,17.2732076 49.5340293,17.2732194 49.5337394,17.2731426 49.533076,17.273041 49.5326895,17.2730808 49.53245,17.2731938 49.5322367,17.2733151 49.5321443,17.2734365 49.532107,17.2753127 49.5320307,17.2756945 49.5319087,17.2758704 49.5318074,17.2760222 49.5316798,17.2761498 49.531433,17.2761295 49.5312237,17.2760189 49.531049,17.2759531 49.530845,17.2759925 49.530686,17.2761302 49.5305467,17.2771573 49.5299259,17.277495 49.5297874,17.277819 49.5297057,17.2783638 49.5296381,17.2787087 49.5297082,17.278778 49.5297578,17.2789019 49.5300129,17.2790472 49.530122,17.2793887 49.5302265,17.2796123 49.5302006,17.2799709 49.5300877,17.2803902 49.5299074,17.2810672 49.5297707,17.2814256 49.5296271,17.2819536 49.5293351,17.2820498 49.5292077,17.28209 49.5290882,17.2820758 49.5286922,17.2821154 49.5278507,17.2820701 49.5277122,17.2820423 49.52762,17.281961 49.527495,17.2817339 49.5272845,17.2815334 49.5271736,17.2812293 49.52692,17.2809808 49.5267951,17.2800956 49.5265149,17.2798015 49.5263599,17.2796407 49.5262081,17.2795744 49.5260949,17.2796279 49.525908,17.2797122 49.5257937,17.2800943 49.5255354,17.2810031 49.5250093,17.2811476 49.5248919,17.2812169 49.5248055,17.2812277 49.524657,17.2811619 49.5245079,17.2809059 49.5243226,17.2802796 49.524085,17.2798791 49.5239841,17.2787238 49.5238093,17.2782105 49.5236672,17.2775678 49.5233317,17.2774427 49.5232201,17.2774086 49.5231145,17.2774157 49.5229581,17.2775131 49.522703,17.2776628 49.5225983,17.2783588 49.5223644,17.2785564 49.5222193,17.2786018 49.5220861,17.2785685 49.5219205,17.2784798 49.5217896,17.2781915 49.5215967,17.2776587 49.521363,17.2771629 49.5212711,17.2764105 49.5212715,17.2760985 49.521235,17.2758335 49.5211635,17.2756894 49.521067,17.2756304 49.520983,17.275584 49.5207716,17.2756111 49.5206481,17.275587 49.5205322,17.2753882 49.5200815,17.2754704 49.5195423,17.2754159 49.5192885,17.2753185 49.519197,17.2751803 49.5191156,17.2750111 49.5190663,17.2744043 49.5190101,17.273548 49.5190443,17.2729809 49.5191142,17.2727942 49.5190936,17.2725289 49.518987,17.2723744 49.518798,17.2723814 49.5186663,17.2724428 49.5185211,17.2727878 49.5180618,17.272912 49.5178482,17.2730458 49.5173566,17.2734264 49.5168352,17.2734509 49.5167174,17.2733786 49.5163757,17.2733814 49.5161857,17.2735711 49.5159719,17.273847 49.5157935,17.274127 49.5157604,17.2747662 49.5158187,17.2752557 49.515957,17.2754938 49.5160705,17.2759145 49.5161019,17.2760577 49.5160642,17.2762643 49.5159112,17.2764596 49.5154888,17.2764868 49.5151813,17.2763107 49.5147903,17.2761016 49.5144868,17.2756582 49.5140892,17.2752837 49.5136683,17.2750363 49.5132301,17.2747105 49.512747,17.2746728 49.5126081,17.274786 49.5123808,17.2749432 49.5121649,17.2752477 49.5114553,17.2753532 49.5112787,17.2756778 49.5109097,17.2757546 49.5106631,17.2757929837052 49.5104113617077)","81929908",Morávka-náhon,stream
"LINESTRING (17.2771046351715 49.5103859060118,17.27753 49.510782,17.2778406 49.5109769,17.2781213 49.5110249,17.2785179 49.5109396,17.2787037 49.5107938,17.2787976 49.5106506,17.2788447 49.5104702,17.2788454874143 49.5103521206606)","81929908",Morávka-náhon,stream
"LINESTRING (17.2651452 49.6606686,17.2653827 49.6605358,17.265264 49.660474,17.2649642 49.6604254,17.2638403 49.6602592,17.2581267 49.6594281)","81930268",,stream
"LINESTRING (17.3257929 49.6640362,17.3251754 49.6641091,17.324753 49.6641009,17.3236601 49.6639013,17.3185914 49.6627114,17.3184469 49.66265,17.3182162 49.6624446,17.3169964 49.6605008,17.3167515 49.6602319,17.316719 49.6601252,17.3171733 49.6577987,17.3174634 49.6558004)","81930434",,stream
"LINESTRING (17.2064061 49.5277343,17.2038473 49.5267349)","81930540",,stream
"LINESTRING (17.2005813 49.525719,17.1982029 49.5250387,17.1960603 49.5243802)","81931354",,stream
"LINESTRING (17.2593005 49.6625808,17.2593789 49.6621115,17.2593499 49.6619576,17.2581267 49.6594281,17.255554 49.6541846,17.2544758 49.6519105,17.2537365 49.65045,17.2536565 49.6500889,17.2533145 49.6491499,17.2529355 49.6481808,17.253327 49.6473487,17.2529788 49.6472297,17.2526898 49.6469195,17.2526529 49.6468005,17.2528786 49.6461566,17.2528314 49.6449729,17.2527702 49.6443408,17.2521462 49.6425633,17.2521418 49.6423282,17.2528506 49.6401756,17.2530702 49.6397375,17.2532765 49.6395129,17.2531776 49.6394091,17.2528576 49.6387701,17.252184 49.637233,17.2513955 49.6354479,17.2507723 49.633741,17.2505946 49.6335556,17.2488533 49.6325974,17.2480358 49.6322283,17.2478209 49.6320924,17.2477358 49.6318624,17.2476737 49.6315078,17.2476875 49.6297696)","81931705",,stream
"LINESTRING (17.3090406 49.5611978,17.303752 49.5590879,17.3030983 49.5588143,17.302907 49.5587188,17.3028101 49.5586239,17.3027741 49.5584949,17.3028102 49.558367,17.302958 49.558163,17.3033621 49.5577594,17.3037005 49.5574211)","81931773",,stream
"LINESTRING (17.324558 49.6184647,17.3225887 49.6185693,17.3205835 49.618633,17.3203853 49.6186831,17.3201452 49.6188203,17.3196414 49.6191366,17.3193085 49.6194223)","81932863",,stream
"LINESTRING (17.2034273 49.6069017,17.2038985 49.6068996,17.2056732 49.6067174,17.2064795 49.6068001,17.2071827 49.6068151,17.2078314 49.6067418,17.2085235 49.6068925,17.2090554 49.6069349,17.2097802 49.606866,17.2100734 49.6069027,17.2102513 49.6069572,17.2103912 49.6070571,17.2109503 49.6071817,17.2113296 49.6073401,17.2120698 49.6074992)","81933327",,stream
"LINESTRING (17.3195576 49.5934599,17.3194407 49.5933577,17.319341 49.5931524,17.3185747 49.5926936,17.3181484 49.592364,17.3176788 49.592206,17.3173852 49.5921881,17.3168308 49.5920582,17.3150428 49.5913865,17.3149531 49.5913171,17.3148981 49.5911925,17.3149095 49.5909889,17.3148349 49.5908323,17.3147487 49.5907403,17.3130741 49.5892443)","81933404",Hamerský náhon,stream
"LINESTRING (17.3531523 49.6121602,17.3531227 49.6119318,17.3529454 49.6112366,17.3528336 49.6104435,17.3527653 49.6102037,17.3525936 49.6097788,17.3523012 49.6092326,17.3522719 49.6089324,17.3521026 49.6084793)","81934032",,stream
"LINESTRING (17.2972797 49.5297245,17.3010133 49.5308105)","81934124",,stream
"LINESTRING (17.1380438 49.5613683,17.1386226 49.5614362,17.1392773 49.5613923,17.1471346 49.559931,17.1476873 49.559858,17.1483312 49.5598462)","81934265",,stream
"LINESTRING (17.198886 49.6462137,17.1990822 49.6461961,17.1993968 49.6460687,17.1998907 49.6457187,17.2006753 49.645396,17.2009142 49.6453623,17.2013226 49.6453751,17.2018457 49.6454013,17.2020754 49.6453818)","81934513",,stream
"LINESTRING (17.3078336 49.5196473,17.3079923 49.5190876,17.3080266 49.5185667,17.3077513 49.5172854,17.3075709 49.5169781,17.3075309 49.5167936,17.307585 49.5165013,17.3078835 49.5158382,17.3080616 49.5153038,17.3081018 49.5149879,17.3078923 49.514539,17.3077869 49.5141981,17.3077822 49.51405,17.3076305 49.5137066,17.3074476 49.5131338,17.307222 49.5118961,17.3072254 49.5114515,17.3073114 49.5112043,17.3081135 49.5105862,17.3087012 49.5100124,17.3088673599428 49.5097694752864)","81934540",,stream
"LINESTRING (17.3463457 49.6096336,17.3460223 49.6087801,17.3457342 49.6081799,17.3455385 49.6075644,17.3449381 49.6074913,17.3448456 49.6074485,17.3447221 49.6072375,17.3444462 49.6071734,17.3443311 49.6071099,17.3442179 49.6069187,17.344262 49.6067817,17.3443395 49.6066715,17.3445105 49.6065391,17.3447581 49.6062284,17.3448115 49.6060361,17.3448397 49.6056477,17.3446089 49.6051258,17.3446014 49.6050229,17.3446448 49.6049184,17.3448998 49.6045686,17.3451089 49.604375,17.345168 49.6042481,17.3452368 49.6038898,17.3452869 49.6038069,17.3455141 49.6036254,17.3460314 49.6034668,17.346075 49.6034096,17.3460608 49.603295)","81934942",,stream
"LINESTRING (17.1977125 49.598237,17.1969632 49.5981756,17.1967283 49.5981015,17.1966823 49.5980283,17.196777 49.5970937,17.1969429 49.5965934,17.1969329 49.5964726,17.1968179 49.5962378,17.1968143 49.596132,17.1969499 49.5957871,17.196922 49.5956568,17.1966707 49.5952667,17.1966171 49.5949824,17.1979994 49.5913385)","81937211",Stouska,stream
"LINESTRING (17.3010732 49.530704,17.3017052 49.5306272,17.3025191 49.5298845)","82332474",,ditch
"LINESTRING (17.2855317 49.5376094,17.2870728 49.5381515,17.2881864 49.5384582,17.2904131 49.5382131,17.2971751 49.5376004,17.300278 49.537276,17.3013484 49.5372726,17.302574 49.5374418)","82351787",,ditch
"LINESTRING (17.1857335020445 49.6675813288155,17.1859942 49.6674965,17.1863957 49.6674584,17.1866253767354 49.6675639802773)","82803291",Morava,river
"LINESTRING (17.1888236068754 49.667521220818,17.1888319 49.6674607,17.1888632 49.6672606,17.1888922 49.6671052,17.1891017 49.6668225,17.1893967 49.6666062,17.1898974 49.6663547,17.1901698 49.666224,17.1904771 49.6660848,17.1908168 49.6657599,17.1912439 49.6656149,17.1918461 49.6655062,17.1921741 49.6654948,17.1924181 49.6654594,17.1925998 49.6652817,17.1925934 49.6650415,17.1924256 49.6648383,17.1919602 49.6646781,17.1919438 49.6646392,17.1920477 49.6644912,17.1921717 49.6644125,17.1924507 49.6643657,17.1936403 49.6643481,17.1942267 49.6643592,17.1953555 49.6644666,17.1957649 49.6644708,17.1960797 49.6644177,17.196661 49.6641852,17.1969724 49.6641207,17.1971597 49.6639937,17.1972495 49.663782,17.1975671 49.6636023,17.197666 49.6635063,17.1976775 49.6634094,17.1976093 49.6631523,17.1975302 49.6630544,17.1971949 49.662855,17.1970553 49.66273,17.1969429 49.6624331,17.1970312 49.6620995,17.1971487 49.6619596,17.1973931 49.6617293,17.1976971 49.6616695,17.1982459 49.6618711,17.1985018 49.6618608,17.1987634 49.6618057,17.1991063 49.6617028,17.2000145 49.6611676,17.2002801 49.6610543,17.200482 49.6610275,17.2008069 49.6610638,17.2010689 49.6612091,17.2011802 49.6613115,17.2015101 49.6618378,17.2016611 49.6619657,17.2018738 49.6620424,17.2023548 49.6621129,17.203405 49.6621465,17.2042804 49.6620805,17.2049787 49.6616496,17.2052555 49.661509,17.2055019 49.6614323,17.2066342 49.6614187,17.2069157 49.661374,17.2071893 49.6612865,17.2073306 49.6611877,17.2074054 49.6610477,17.2074834 49.6606329,17.2077226 49.6602742,17.2079251 49.6601524,17.2084333 49.6599308,17.2085424 49.6598182,17.2087356 49.6593729,17.2094695 49.6584004,17.2096853 49.6582351,17.2101463 49.6581277,17.2103726 49.6581708,17.2106126 49.6582608,17.2108629 49.6584115,17.2110959 49.658669,17.2115173 49.6593812,17.211755 49.6597197,17.2119626 49.6598707,17.2121334 49.6599352,17.2123901 49.6599806,17.2126259 49.6599814,17.2128569 49.6599527,17.2132162 49.6597718,17.2139318 49.6590138,17.2141658 49.6586193,17.2142135 49.6584544,17.2141955 49.6583238,17.2140244 49.658001,17.2139284 49.6577424,17.2139427 49.6572877,17.214175 49.6570356,17.2143914 49.6569242,17.2147685 49.6568056,17.2151606 49.6567967,17.2155135 49.6568647,17.2157178 49.656981,17.2159401 49.6571801,17.2161658 49.6574725,17.2164155 49.6577028,17.2167132 49.6578741,17.2169931 49.657953,17.2172644 49.6579865,17.2175473 49.6579252,17.2178315 49.6577882,17.2179674 49.6576645,17.2180446 49.6575097,17.2180683 49.6573442,17.2180312 49.6572068,17.2179454 49.6570514,17.2175869 49.6566552,17.2173946 49.6563811,17.2172107 49.6559665,17.2169255 49.6554721,17.2166314 49.6552416,17.216124 49.6550302,17.2158989 49.6549013,17.2157029 49.6547362,17.2153334 49.6542816,17.2152006 49.6540672,17.2151515 49.653874,17.2151446 49.6536678,17.2151872 49.6533869,17.2153665 49.6528856,17.2156259 49.6525157,17.2158279 49.6523103,17.2163153 49.6519518,17.2168334 49.6516366,17.2177574 49.6512163,17.2201102 49.6503431,17.2213083 49.6497491,17.222387 49.6489832,17.2229442 49.648516,17.2233751 49.6481667,17.2237135 49.6477773,17.2239318 49.6473602,17.2239929 49.6471712,17.2240718 49.646738,17.2240221 49.645786,17.2241282 49.6452965,17.2243915 49.6448379,17.2249292 49.6442974,17.2256813 49.6436807,17.2267211 49.6430168,17.2277811 49.6425222,17.2283418 49.6423247,17.2286835 49.6422444,17.2293011 49.6421833,17.2310528 49.6422489)","82803291",Morava,river
"LINESTRING (17.2310528 49.6422489,17.2321833 49.6423782,17.2337759 49.642645,17.2345385 49.6427151,17.2353551 49.642609,17.2362501 49.6423064,17.2369499 49.6416903,17.2371598 49.6413331,17.2372077 49.641079,17.2371192 49.6403983,17.2367166 49.6397693,17.2365759 49.6389749,17.2369715 49.6381273,17.2402686 49.6349742,17.2416733 49.6339013,17.2424661 49.6333388,17.2429823 49.6330384,17.2435948 49.6327723,17.2442638 49.6325642,17.2449073 49.6324024,17.2455437 49.6321743,17.2458943 49.6320175,17.2460995 49.6318646,17.2463411 49.6315898,17.2469844 49.6304705,17.2472335 49.6301338,17.2476875 49.6297696,17.2485473 49.6292214,17.2501285 49.6285596,17.2505885 49.6282782,17.2514753 49.6275416,17.253439 49.6265127,17.2540276 49.6260505,17.2545862 49.6253924,17.2547715 49.6246647,17.2547217 49.6239417,17.2545074 49.6231629,17.2544255 49.622713,17.2546372 49.6219847,17.2549752 49.6213968,17.2563893 49.6200867,17.2566563 49.6196213,17.2567723 49.6189024,17.2565256 49.618396,17.2561064 49.6177945,17.2539774 49.6154008,17.2536871 49.6150516,17.2534426 49.6146794)","82803313",Morava,river
"LINESTRING (17.2624243 49.6042686,17.2630664 49.6039216,17.2638676 49.6033832,17.2641159 49.6031498,17.2650106 49.6021659,17.2655973 49.6014603,17.2660049 49.6008556,17.2676006 49.5976135,17.2676486 49.5972184,17.2676283 49.5964978,17.2676838 49.5960506,17.2679372 49.5947128,17.2681324 49.5940502,17.2682748 49.5933808,17.2682677 49.5929917,17.2681714 49.5927602,17.2676647 49.5923029,17.266126 49.5913239,17.2653402 49.5907874,17.2649839 49.5904945,17.264658 49.5901109,17.2646081 49.5900072,17.2643845 49.5895428,17.2643236 49.5892325,17.2641965 49.5884964,17.2641867 49.587937,17.2641464 49.5878024,17.2641046 49.5876771,17.2639126 49.5874831,17.2635506 49.5872818,17.2624265 49.5869334,17.2621475 49.5867591,17.2620965 49.5866726,17.2619291 49.5864817,17.2618595 49.5861778,17.2620414 49.5847576,17.2618323 49.5841563,17.2616809 49.5832943,17.2616996 49.5830209,17.2617641 49.582651,17.2621918 49.5820279,17.2627289 49.5813693,17.2632991 49.5807719,17.2635541 49.5802141,17.2636504 49.5797363,17.2634989 49.5791895,17.2633851 49.5788685,17.2630889 49.5785157,17.2625307 49.578149,17.261354 49.5776011,17.2604256 49.577256,17.2598157 49.5768841,17.2596252 49.576656,17.2593893 49.5761636,17.2594367 49.5755034)","84072702",Morava,river
"LINESTRING (17.2477528 49.6043846,17.2487531 49.604026,17.2490885 49.6039373,17.2494309 49.6038661,17.2497997 49.6038128,17.2504176 49.6037563,17.2510415 49.6036722,17.2515937 49.6034979,17.2521045 49.6032654,17.2526565 49.6029339,17.2537773 49.6023817,17.2539836 49.6021434,17.2540945 49.601991,17.2541721 49.6018122,17.254256 49.6010434,17.2543314 49.6009202,17.2544244 49.6007692,17.2545872 49.6006186,17.2550135 49.600386,17.2554706 49.6002224,17.2572209 49.5997884,17.2609176 49.5989277,17.2615727 49.5988865,17.2621031 49.5989111,17.2625181 49.5988896,17.2628496 49.5988314,17.2631312 49.5987121,17.2640201 49.5980515,17.2642382 49.597862,17.264338 49.5977188,17.2643757 49.5975693,17.2643663 49.5973449,17.2643306 49.5970835,17.264025 49.5965443,17.2638489 49.596283,17.263516 49.5960199,17.2631285 49.5957894,17.2624594 49.5954989,17.2621802 49.59529,17.2619652 49.5943125,17.261847 49.5940842,17.2617279 49.5939505,17.2614963 49.5938251,17.2612866 49.5937541,17.2600866 49.5935719,17.259844 49.5935613,17.2596136 49.59357,17.2593637 49.5936149,17.2581641 49.5938748,17.2574669 49.5940342,17.2568359 49.5942322,17.2564748 49.5942494,17.2563235 49.5942271,17.2561197 49.5941056,17.2560861 49.5939991,17.2560674 49.5938829,17.2561013 49.59376,17.2563332 49.5931814,17.2564419 49.592583,17.2565306 49.5923752,17.2568411 49.5919232,17.2569946 49.5916373,17.257203 49.5910621,17.257211 49.5907253,17.2572016 49.5904999,17.2569698 49.5901603,17.2567911 49.5898319,17.2567958 49.5897029,17.2568459 49.5895584,17.2569433 49.5893703,17.2570948 49.5891732,17.2574648 49.5888574,17.2575443 49.5886736,17.2576244 49.5884885,17.257665 49.5884557,17.257995 49.5880612,17.2581293 49.587977,17.2585849 49.5878412,17.2588066 49.5874976,17.2590592 49.5871858,17.2593833 49.5867825,17.2596076 49.5864967,17.2597242 49.5862855,17.2597414 49.5861195,17.2596114 49.5859819,17.2596983 49.5858973,17.2596437 49.5856045,17.2594211 49.5851868,17.2593327 49.5848311,17.2593749 49.5844961,17.2595177 49.5842046,17.2600446 49.5836768,17.2609149 49.5830548,17.2609242 49.5830486,17.2611639 49.5828895,17.2614133 49.5827153,17.2617641 49.582651)","84072704",Mlýnský potok,river
"LINESTRING (17.2594367 49.5755034,17.2597642 49.57477,17.2602089 49.574395,17.2610694 49.5738092,17.2619858 49.5732475,17.2629313 49.5727802,17.2644356 49.5718737,17.2652084 49.571231,17.2661752 49.5702309,17.2664301 49.569954,17.2670699 49.5691604,17.2674957 49.5684947,17.2677762 49.5678596,17.2679688 49.5670724,17.2679595 49.5666229,17.2678852 49.5663145,17.2677917 49.5660821,17.2673674 49.5654359,17.2664262 49.5645682,17.2657122 49.5638504,17.2654014 49.5634248,17.2651036 49.5625558,17.2651517 49.5618768,17.2653953 49.561345,17.2662088 49.560848,17.2685474 49.5601529,17.2691262 49.5598261,17.2695199 49.5595223,17.2698399 49.5591428,17.2699766 49.558848,17.2700263 49.5584793,17.270025 49.5581012,17.2698328 49.5572999,17.2693049 49.556509,17.2691529 49.556217,17.2690949 49.5557387,17.26942 49.5546813,17.2696306 49.5537308,17.269911 49.5529664,17.2703305 49.5523551,17.2712115 49.5513902,17.2713423 49.5511335,17.2713417 49.5508367,17.2711735 49.5504368,17.2702036 49.5489444,17.269811 49.5485983,17.2693646 49.5483472,17.2688648 49.5481451,17.2686902 49.5479981,17.2686427 49.5478481,17.2686993 49.5476926,17.268924 49.547508,17.2691558 49.5474018,17.2693801 49.5473712,17.2695819 49.5474081,17.2698595 49.5475083,17.271763 49.5484298,17.271995 49.5484554,17.2723188 49.5484126,17.2725314 49.5482989,17.2731233 49.5475788,17.2733494 49.5471899,17.273514 49.5468306,17.2735347 49.5465612,17.2734685 49.5463551,17.273254 49.5459218,17.2724469 49.5445679,17.2722113 49.544225,17.2719609 49.5440825,17.2716094 49.5439505,17.2713585 49.5439138,17.2710553 49.5439113,17.270024 49.5440671,17.2694601 49.5440922,17.2688879 49.5440347,17.2684219 49.5439329,17.2680232 49.54375,17.26738 49.5433688,17.2669186 49.5429973,17.2664851 49.5426139,17.2662771 49.5423374,17.2661806 49.5420783,17.2661344 49.5417975,17.2661861 49.5414934,17.2663834 49.5411611,17.2668248 49.5409094,17.2673758 49.5407181,17.2681551 49.5405498,17.2687131 49.540357,17.2693617 49.5399479,17.2699233 49.5393783,17.2703069 49.5387164,17.2705834 49.5380704,17.2707322 49.5374718,17.2707245 49.5371795,17.2705999 49.5369323,17.2700863 49.5364591,17.2696992 49.5361953,17.2694355 49.5359487,17.2693104 49.5357878,17.2692337 49.5355865,17.2692374 49.5353994,17.2693021 49.5352307,17.2697252 49.5349529,17.2698961 49.5346175,17.2699104 49.5344099)","84072708",Morava,river
"LINESTRING (17.2534426 49.6146794,17.2532405 49.6142753,17.2531588 49.6132213,17.2532117 49.6129466,17.2535849 49.6122403,17.2547164 49.6111343,17.256245 49.6100064,17.2566676 49.6095535,17.2567929 49.6088918,17.2566185 49.6078674,17.2566254 49.6073659,17.2566767 49.6070161,17.2569465 49.6065719,17.2573643 49.6062256,17.2580856 49.605798,17.2617349 49.6045669,17.2622327 49.6043613,17.2624243 49.6042686)","84471714",Morava,river
"LINESTRING (17.2340431 49.6307956,17.2366043 49.6296629,17.2389349 49.6285548,17.239538 49.6283441,17.2399482 49.6282521,17.2405527 49.6281367,17.2411157 49.6281023,17.2417485 49.6282018,17.2422897 49.6283484,17.2433469 49.6288854,17.2437809 49.6290732,17.2445833 49.6292537,17.2454347 49.6292484,17.2458087 49.6292044,17.2497914 49.6283637,17.2503186 49.6282713,17.2505885 49.6282782)","84472905",Častava,stream
"LINESTRING (17.1986453 49.6462337,17.1988127 49.6459211,17.1990444 49.6453746,17.1995906 49.6448299,17.1999321 49.6445741,17.2001434 49.6445033,17.2002406 49.6445111,17.2008463 49.6446854,17.2015909 49.64474,17.2022367 49.6449416,17.2026627 49.6449715,17.2030211 49.6447844,17.2039194 49.6444053,17.2053994 49.643665,17.2064034 49.6432274,17.2077475 49.642704,17.2082227 49.6425937,17.2082576 49.6425777,17.208601 49.6422909,17.2088441 49.6419666,17.2089622 49.6418898,17.209271 49.641799,17.2098873 49.6417986,17.2101556 49.6417178,17.2103756 49.6416185,17.2106765 49.6414482,17.2108808 49.6412588,17.2114147 49.6405856,17.2124308 49.639467,17.2126107 49.6392135,17.2131881 49.6385349,17.213475 49.6382937,17.2136324 49.6382068,17.2145512 49.6380334,17.2151658 49.6378334,17.2160951 49.637109,17.2164593 49.6368964,17.2175997 49.6364137,17.2179261 49.6363212,17.2186322 49.6366447,17.2189551 49.6367552,17.2192881 49.6368236,17.2194702 49.63678,17.2194501 49.6367057,17.2192355 49.6365516,17.2191928 49.6363898,17.2192446 49.6362708,17.2193532 49.6362452,17.2196186 49.6363168,17.2198176 49.6365201,17.2201671 49.6366978,17.2204424 49.6367864,17.2205909 49.6368014,17.22084 49.6366517,17.220879 49.6364803,17.2210904 49.6363854,17.2214557 49.636374,17.2216818 49.6361654,17.2218488 49.636107,17.2220033 49.6361228,17.2221326 49.6362383,17.2222842 49.6364814,17.2226858 49.6366916,17.2229716 49.6367605,17.2232138 49.6368614,17.2233429 49.6368181,17.2235234 49.6366594,17.2243413 49.6362389,17.2244066 49.636123,17.2242108 49.6360074,17.2238313 49.6359201,17.2237686 49.6358227,17.2238496 49.6357059,17.2239858 49.6356419,17.2247214 49.6358367,17.2249602 49.6358125,17.2249787 49.6355789,17.2248494 49.6354573,17.2245667 49.6354048,17.2240166 49.635527,17.223654 49.6355111,17.223401 49.6355373,17.2231553 49.6355191,17.2229159 49.6353918,17.2228602 49.6352849,17.2229456 49.6351742,17.2232979 49.6351138,17.22341 49.6350502,17.2235334 49.6348607,17.2237072 49.6343751,17.2237994 49.6342648,17.2242451 49.6342346,17.2246348 49.634256,17.2247971 49.6343067,17.2248522 49.6344204,17.2248006 49.6346148,17.2248789 49.6346602,17.2250174 49.6346476,17.2252341 49.6344749,17.2254622 49.6343965,17.2256289 49.6343951,17.225797 49.6346099,17.2260509 49.6346127,17.2263502 49.6345682,17.226566 49.6344201,17.226524 49.6339406,17.2264998 49.6338457,17.2264316 49.633762,17.2262516 49.6337396,17.2258159 49.6338884,17.2256626 49.6338358,17.2254975 49.6337224,17.2253985 49.6335625,17.2251396 49.6334229,17.2249959 49.6333014,17.2250008 49.6332079,17.2250681 49.6331461,17.2257555 49.6332175,17.2260329 49.6331096,17.2267389 49.6327812,17.2271887 49.6327373,17.2278228 49.6327171,17.2285991 49.6328691,17.2289254 49.632984,17.2296618 49.6331299,17.2303982 49.6331665,17.2307438 49.6331415,17.2314289 49.6329545,17.2316246 49.6328688,17.2320583 49.6325861,17.2328111 49.6316598,17.2330714 49.6313424,17.2333982 49.6310692,17.2335089 49.6310003,17.2335722 49.6307894,17.2336413 49.6305629,17.2336378 49.6303399,17.2335829 49.6302072,17.2333942 49.6301638,17.2331051 49.6302163,17.2329748 49.6301499,17.233045 49.6299607,17.2335271 49.6294544,17.2335915 49.629169,17.2335069 49.6289162,17.2332901 49.6287886,17.2333292 49.6286904,17.233379 49.6286335,17.2337716 49.6285765,17.2337501 49.6283368,17.2336133 49.628045,17.2335758 49.6278653,17.2337105 49.6277693,17.2339097 49.6278111,17.2342474 49.6282451,17.2345117 49.6283536,17.2346454 49.6283088,17.2347373 49.6282234,17.2347115 49.6280792,17.234429 49.6277559,17.2343047 49.627381,17.2341177 49.6273043,17.2336213 49.6273456,17.2325662 49.6272825,17.2323876 49.6272317,17.2322144 49.6271101,17.2320954 49.6269563,17.2321238 49.626812,17.2322408 49.6266523,17.2328856 49.6262005,17.2330554 49.6258533,17.2334182 49.6255196,17.2337181 49.6249954,17.2341323 49.6247977,17.2341952 49.6246378,17.2341897 49.6245305,17.2341001 49.6244355,17.2338503 49.6243939,17.2334036 49.624615,17.2327776 49.6244425,17.2322319 49.6243893,17.2321072 49.6242153,17.2324699 49.6240394,17.2324631 49.6238152,17.2325048 49.6236712,17.2326051 49.6235691,17.2327258 49.6235264,17.2328867 49.62351,17.2333045 49.6237713,17.2334298 49.6237611,17.2335314 49.6237014,17.2337883 49.6234415,17.2340292 49.6234134,17.2342438 49.6234287,17.234373 49.6234493,17.2344289 49.6235094,17.2344371 49.6235974,17.2343305 49.6236977,17.234267 49.6238431,17.2343631 49.6239382,17.2345711 49.6239404,17.2347841 49.6238249,17.234798 49.6234801,17.2347193 49.6233142,17.2344685 49.6231523,17.2342787 49.6229044,17.2341275 49.6228155,17.2336064 49.6228722,17.2334765 49.6228587,17.2334764 49.6227578,17.233672 49.6226469,17.2340903 49.6225277,17.2343389 49.6224757,17.2345961 49.6224949,17.2347868 49.6224669,17.2348844 49.6223874,17.2347017 49.6220855,17.2347957 49.6217478)","85502420",Mlýnský potok,river
"LINESTRING (17.1844862 49.6664618,17.1849374 49.6664805,17.1850454 49.6664508,17.1851925 49.6663187,17.1851978 49.6662495,17.1852075 49.6660824,17.185082 49.6658115,17.1849418 49.6656103,17.1847101 49.6654403,17.1847049 49.6653299,17.1848074 49.6651971,17.1849159 49.6651364,17.1850725 49.6651534,17.185243 49.6652745,17.1856124 49.6654682,17.1858726 49.665482,17.1861007 49.665381,17.1864903 49.6653459,17.1868439 49.6654011,17.1872646 49.665338,17.1877889 49.6651446,17.1882096 49.6650736,17.1887034 49.6649157,17.1890143 49.6648289,17.1894251 49.6648539,17.1896728 49.664896,17.1898862 49.6648408,17.1899733 49.6648022,17.1900459 49.6646857,17.1900531 49.6645934,17.1900183 49.6642708,17.1900387 49.6641569,17.190247 49.6640086,17.1904584 49.6639946,17.1906687 49.6640592,17.1909551 49.6641973,17.1910961 49.6642342,17.1912461 49.6642115,17.1914384 49.6641205,17.191572 49.6640139,17.1917887 49.6636823,17.1920346 49.6634655,17.1924188 49.6628624,17.1927567 49.6622594,17.192866 49.6618584,17.1927632 49.6615005,17.1926929 49.661052,17.1927449 49.6608921,17.1928348 49.6607323,17.1930506 49.6603209,17.193027 49.6601533,17.1928426 49.660006,17.1926863 49.6598688,17.192563 49.6597268,17.1925091 49.6595819,17.1924974 49.6593761,17.1923601 49.6592111,17.1918647 49.6588752,17.1916728 49.6584255,17.1916461 49.658032,17.191694 49.6578973,17.1920658 49.6576135,17.1923797 49.657296,17.1927084 49.6565388,17.1930113 49.6558762,17.1932066 49.6555268,17.1933646 49.6552484)","85503796",Mlýnský potok,river
