WKT,osm_id,name,waterway
"LINESTRING (17.3664570974193 49.5703457606008,17.3656561 49.570331,17.3652617 49.5704065,17.364989 49.5704996,17.3646628 49.5707022,17.3631511 49.571889,17.3628364 49.5720586,17.3617863 49.5723958,17.3607009 49.5726141,17.3602263 49.5726516,17.3590879 49.5726291,17.3589226 49.5725758,17.3588214 49.5724722,17.3586674 49.5722253,17.3582727 49.571898,17.3579938 49.571717,17.3577078 49.5712862,17.3562351 49.5698801,17.3561452 49.5697546,17.3561089 49.5696042,17.3559232 49.5682158,17.3554371 49.5678206,17.3546037 49.567244,17.3544312 49.5671806,17.354201 49.5671536,17.3520338 49.5673192,17.3508506 49.567067,17.3507372 49.5671032,17.3506682 49.5671705,17.3502054 49.5680415,17.3501201 49.5681215,17.3499574 49.5681403,17.3477608 49.5675537,17.3465009 49.5672814,17.3461841 49.5671813,17.3454773 49.5666884,17.3434675 49.5650668,17.3431831 49.5647389,17.342482 49.5632878,17.3422565 49.5629467,17.340753 49.561419,17.3397814 49.5605669,17.3397386 49.5604423,17.3397037 49.5600916,17.3397441 49.5594985,17.3396954 49.5592495,17.3393834 49.5588449,17.3389205 49.558408,17.3388788 49.5582664,17.3388974 49.5581277,17.3389591 49.5580159,17.3393948 49.557426,17.3396948 49.5562186,17.3396873 49.5561098,17.3395938 49.5559874,17.3391376 49.5555896,17.3388591 49.5552571,17.3381829 49.5551329,17.3379394 49.5550173,17.3377595 49.5547334,17.3375323 49.5541621,17.3373332 49.5539745,17.3356709 49.5530728,17.3348069 49.55272,17.333514 49.5522696,17.3333589 49.5521416,17.3328064 49.5518277)","81891698",Beroňka,stream
"LINESTRING (17.3684771 49.6328853,17.368408 49.6328027,17.3681337 49.6321631,17.3678691 49.6318457,17.3675351 49.6316386,17.366785 49.6313879,17.3665252 49.6312167,17.366379 49.6311575,17.3658503 49.6310658,17.3657032 49.6309998,17.3656547 49.6309048,17.3656276 49.6306931)","81891700",,stream
"LINESTRING (17.3660136720913 49.6640745610505,17.3656753 49.6639376,17.3646028 49.6636747,17.3644093 49.6636769,17.3637199 49.6633963,17.3635624 49.663249)","81891859",,stream
"LINESTRING (17.3121968 49.5227135,17.3118659 49.5227152,17.3108826 49.5223518)","81891876",,stream
"LINESTRING (17.2871816 49.6181609,17.289568 49.6176155,17.2897098 49.6176245,17.2898377 49.6176619,17.2902429 49.6186603,17.2923771 49.6189284,17.2925515 49.6187892)","81892506",,stream
"LINESTRING (17.1758334 49.6432631,17.1773241 49.6449307,17.1776141 49.6451004,17.1778696 49.6451421,17.1780203 49.6451099,17.1781627 49.6450318,17.1784864 49.6450033,17.179097 49.6454704,17.1836095 49.6486351)","81892542",,stream
"LINESTRING (17.300531 49.5176842,17.3004634 49.5174256,17.3000855 49.5170512,17.3000623 49.5168968,17.300414 49.5164342,17.3005282 49.5162192,17.3006777 49.515784,17.3007603 49.5153041,17.3008832 49.5150062,17.3010734 49.5147885,17.3011005 49.5146487,17.3010833 49.514506,17.3008151 49.5142837,17.3015709 49.5138892,17.3018039 49.5135567,17.302088 49.5134107,17.3023149 49.5132175,17.3027546 49.513264,17.3030954 49.5132112,17.3034692 49.513074,17.3035823 49.5129479,17.3037013 49.5126624,17.3038194 49.5125108,17.3038494 49.5122626,17.303963 49.5120315,17.3040149 49.5118338,17.3040587 49.5115034,17.3038324 49.5110594,17.3037322 49.510718,17.3034815 49.5105286,17.3031616 49.5101663,17.3028326622194 49.5098865928549)","81892905",,stream
"LINESTRING (17.1929831 49.5174189,17.2017047 49.5204268)","81893225",,stream
"LINESTRING (17.2797138 49.5350286,17.2791719 49.5345913,17.277855 49.5336465,17.2774027 49.5328413,17.2772729 49.5327548,17.2770789 49.5327256,17.2763413 49.5327123,17.2756931 49.5325504,17.2754092 49.5324073,17.2753596 49.5323281,17.2753127 49.5320307)","81893264",,stream
"LINESTRING (17.338022 49.6536767,17.3369898 49.6534783,17.3364939 49.6534249,17.3358176 49.653291,17.3352702 49.653144,17.3348237 49.6529533,17.3341695 49.652734,17.3332117 49.6523202,17.3330111 49.652173,17.3324672 49.6517738,17.3324191 49.6517696,17.3322199 49.6519152,17.3321701 49.651911,17.3313968 49.6513735,17.3310535 49.6510042,17.3311355 49.6507873,17.3313612 49.6507858,17.3314369 49.6507555,17.3318767 49.6504896,17.3318922 49.6503971,17.3318451 49.6503085,17.3317102 49.6502267,17.3315245 49.6502324,17.3309536 49.6504131,17.3307397 49.6504282,17.3303056 49.6505811,17.3300809 49.6506113,17.3299115 49.6506976,17.3297799 49.6506945,17.3294526 49.6506321,17.3286788 49.6502026,17.3282411 49.6500371,17.3278288 49.6499273,17.3275115 49.6498822,17.3264376 49.6498538,17.325802 49.6496437,17.3253544 49.6495903,17.3246133 49.6496527,17.3241106 49.6496239)","81893398",,stream
"LINESTRING (17.3669375130134 49.5802689746224,17.3652388 49.5795783,17.3647027 49.579306,17.3598942 49.5757243,17.3594053 49.5753823,17.358754 49.5750609,17.3582655 49.5748864,17.3578598 49.5747708,17.3573722 49.5746776,17.3560796 49.5745513,17.355479 49.5745447,17.3529417 49.5747058,17.3517918 49.5747061,17.3510173 49.5746746,17.350259 49.5745619,17.3493796 49.5743468,17.347822 49.5737485,17.3466403 49.5733026,17.3451216 49.572511,17.3447643 49.5723517,17.3444087 49.5722512,17.3439946 49.5721776,17.3430432 49.5720327,17.3402558 49.571629,17.3400183 49.5715449,17.3388612 49.5709195,17.3375256 49.5701868,17.3370263 49.5700514,17.3358949 49.5698933,17.3351317 49.5697357,17.3348225 49.569528,17.3341194 49.568919,17.333843 49.5686813,17.3335315 49.5684894,17.3319768 49.5679074,17.330065 49.5669524,17.3279762 49.5665754,17.3247533 49.5660349,17.3239132 49.5658779,17.3230903 49.565738,17.3222042 49.5653642,17.3219793 49.5653488,17.320831 49.5654459,17.3197406 49.5657581,17.3184324 49.5661956,17.3181407 49.5663486,17.3178241 49.5666044,17.3172879 49.5671272,17.3170926 49.5672654,17.3143381 49.5679032,17.3139396 49.5679946,17.3116567 49.5682442,17.3094881 49.568528,17.3081015 49.5688021,17.3066925 49.5690233,17.3029509 49.5694985,17.3024738 49.569596,17.3013484 49.5699663,17.3008434 49.5700358,17.3005748 49.5700606,17.3001163 49.5700317,17.2996175 49.569911)","81893443",Přáslavická svodnice,stream
"LINESTRING (17.273088 49.6532815,17.2729967 49.6532269,17.2725317 49.6525759,17.2716527 49.6511112,17.271613 49.6509268)","81893532",,stream
"LINESTRING (17.1475306 49.5557541,17.1569858 49.5593316)","81893577",,stream
"LINESTRING (17.2554546 49.5629119,17.2524561 49.5606555,17.251607 49.5599794,17.251255 49.5595323,17.2506491 49.5585714,17.2497404 49.5572105)","81893668",,stream
"LINESTRING (17.2671841 49.6255285,17.2667436 49.6255939,17.2659392 49.6256142,17.2656369 49.6255895,17.2654592 49.625623,17.2652715 49.6256493,17.2650931 49.6256741,17.2649739 49.6257332,17.2644518 49.6260487,17.2641603 49.6261558,17.2632649 49.6264671,17.2631546 49.626481,17.2630718 49.6264742,17.2625168 49.6263657,17.262404 49.6262388,17.2608672 49.6259082,17.2600626 49.6258868,17.2599125 49.6258828)","81893771",,stream
"LINESTRING (17.2124969 49.5586467,17.2121451 49.558359,17.2120894 49.5583114)","81893960",Romza,stream
"LINESTRING (17.2077711 49.6352111,17.2096604 49.6355793,17.2098818 49.6355176,17.2102091 49.6349962,17.2108378 49.6336818,17.2128081 49.629905,17.212946 49.629693,17.2130772 49.629476,17.2154427 49.6280249,17.217744 49.6266558,17.2180306 49.6264443,17.2197194 49.6254306,17.2205227 49.6248531,17.2207793 49.6246093,17.2208625 49.6243517,17.2211875 49.6223963,17.2213697 49.6221271,17.2216304 49.6219603,17.2270596 49.6180357,17.2271798 49.6179584,17.2276322 49.617786,17.2311973 49.6170693,17.2314052 49.6169639,17.2318465 49.616509,17.2320628 49.6163363,17.2322035 49.6161666,17.2322993 49.6160976,17.2323325 49.6160896,17.2323909 49.6160756)","81894133",,stream
"LINESTRING (17.2559536 49.6644925,17.2560726 49.6640592,17.2561523 49.663934,17.2562112 49.6638024,17.2562363 49.663736,17.2562652 49.6635474,17.2563733 49.6634708,17.2565345 49.6634322,17.2572666 49.6633593,17.2575903 49.6631712)","81894411",,stream
"LINESTRING (17.2645866 49.5203332,17.2639565 49.5203995)","81894610",,stream
"LINESTRING (17.3568839 49.6612026,17.3567905 49.6611833,17.3566618 49.6610339,17.3563663 49.6602997,17.3566035 49.6598929,17.3565474 49.6592569,17.3566415 49.658788,17.3567673 49.6585699,17.3569475 49.6577069,17.356782 49.6573982,17.3558748 49.6564917,17.3554783 49.6559585,17.3551557 49.6553805,17.3546958 49.6549803,17.3543601 49.6544267,17.3539221 49.6538713,17.3538113 49.6535937,17.3538155 49.6529119)","81894690",,stream
"LINESTRING (17.2613381501244 49.5106918919083,17.2616734 49.5108884)","81894707",,stream
"LINESTRING (17.2673911 49.5720683,17.2661752 49.5702309)","81894765",,stream
"LINESTRING (17.3121909 49.5539316,17.3108172 49.5533731,17.3107515 49.5533575,17.3106909 49.5533576,17.310635 49.5533734,17.3105816 49.5534003,17.3065441 49.5556734,17.3059017 49.5560271,17.305165 49.5554705,17.3044254 49.5549278,17.304093 49.5547405,17.3029261 49.5545041,17.3006462 49.5540574,17.2964074 49.5531686,17.2962641 49.5531355,17.2969447 49.5517561,17.297611 49.5502865,17.2976775 49.5501591,17.2976331 49.5500922,17.2975356 49.5499939,17.2971926 49.5496636,17.295755 49.5482196,17.2955979 49.5481191,17.2946579 49.5477546,17.2936912 49.5475295,17.2920071 49.5471949,17.2898546 49.5468508,17.2895761 49.5468166,17.2889159 49.5468066,17.2884141 49.5468503,17.2882847 49.5468079,17.2872586 49.5459309,17.2871895 49.5457275,17.2871499 49.5455856,17.2864352 49.5450203,17.2852252 49.5440195,17.2852726 49.5434527,17.2827366 49.5412401,17.2826071 49.5411211,17.2812795 49.5398064,17.2808777 49.5391961,17.2806742 49.5389623,17.2793286 49.5380866,17.2790944 49.5378569,17.2790667 49.537726,17.2791047 49.5375855,17.27953 49.5368121,17.2796903 49.536415,17.2797263 49.5360009)","81894804",HMZ,ditch
"LINESTRING (17.2959049 49.527915,17.2979256 49.5245663)","81894820",,stream
"LINESTRING (17.3322387 49.6462831,17.3317842 49.6462555,17.3314745 49.6462951,17.3310995 49.646283,17.3308556 49.6461987,17.3305377 49.64603,17.3303142 49.6459833,17.3296662 49.6459464,17.3286433 49.6459585,17.3282967 49.6460455,17.3280387 49.6461567,17.3278772 49.6462874,17.327764 49.6464452,17.3274561 49.6470063,17.327304 49.6472834,17.3271679 49.6478178,17.3271651 49.6480813,17.3272106 49.6483394,17.3271562 49.6485563,17.3269667 49.6488079,17.3263789 49.6493503,17.3260378 49.649573,17.325802 49.6496437)","81894899",,stream
"LINESTRING (17.1694791 49.6488408,17.1703831 49.6488511,17.1743759 49.6489158,17.1749188 49.6489031,17.1754344 49.648909,17.1757653 49.6489128,17.1763265 49.6489192,17.1768606 49.6489253,17.1774133 49.6489316,17.1777899 49.648936,17.1783981 49.6489429,17.1787312 49.6489467,17.1792879 49.6489531,17.1795515 49.6489561,17.1822562 49.6489871,17.1836095 49.6486351,17.1858552 49.6480304,17.1870601 49.6476253,17.1895891 49.646701,17.18968 49.6466668,17.1970334 49.643776)","81894977",,stream
"LINESTRING (17.2968464 49.5145201,17.2969615 49.5142735,17.297121 49.5140791,17.2975473 49.5138538,17.2981151 49.5137059,17.2985521 49.5136911,17.298643 49.5137057,17.2988119 49.513795,17.2991735 49.5138423,17.299411 49.5139397,17.2996404 49.5141162,17.2998652 49.5142078,17.3000335 49.5144031,17.3001604 49.5144492,17.300345 49.5144345,17.3005383 49.5143762,17.3006396 49.5143094,17.3008151 49.5142837)","81894979",,stream
"LINESTRING (17.2804948 49.5183222,17.280553 49.5180151,17.2805227 49.5175127,17.280616 49.5172719,17.2807778 49.5171121,17.2812733 49.5168282,17.2814038 49.5167103,17.2814805 49.5165888,17.2815345 49.5161197,17.281464 49.5157285,17.2815686 49.5154623,17.2816808 49.5152979,17.2820583 49.515128,17.2822472 49.5150046,17.2825412 49.5146386,17.2826712 49.5143855,17.2828248 49.5138674,17.2828115 49.513684,17.2828912 49.5128727,17.2828837 49.5124143,17.2829599 49.5122861)","81895019",,stream
"LINESTRING (17.3436184 49.6275995,17.3436038 49.6273743,17.3435364 49.6270773,17.3435181 49.6263579,17.3434565 49.6257338,17.3433784 49.6254962,17.3433132 49.6250998,17.3429023 49.6244492,17.3427382 49.6240247,17.3424282 49.6236426,17.3423777 49.6234994,17.342384 49.6232187,17.3422954 49.6229806,17.3423155 49.6228252,17.3425008 49.6223448,17.3427468 49.6220252,17.3428719 49.6216556,17.3428778 49.6213038,17.3428454 49.6211422,17.3427603 49.6209967,17.3424649 49.6207948,17.3417954 49.620583,17.3412573 49.6203279,17.3405809 49.6201206,17.3400362 49.6199503,17.339725 49.6198366,17.3393885 49.6197426,17.3393337 49.6197225,17.3389904 49.6195962,17.3389389 49.6195002,17.3389437 49.6194372,17.338911 49.6193726,17.3387895 49.6192972,17.3386966 49.6192533,17.33854 49.6191078,17.3383782 49.6189803,17.3380521 49.6188467,17.3379022 49.618675,17.3375889 49.6186126,17.3374078 49.6185315,17.3370399 49.6182015,17.3367481 49.6181156,17.3363896 49.6179397,17.3359712 49.6178693,17.3357134 49.6177453,17.3353999 49.6176759,17.335262 49.6176136,17.3350597 49.6174273,17.3348782 49.6169818,17.3345054 49.6167645,17.3341937 49.6167086,17.3338704 49.6166984,17.3331718 49.6165336,17.3327659 49.6164952,17.3322285 49.6163109,17.3317883 49.6163466,17.330594 49.6163089,17.3289501 49.6164878,17.3279711 49.6165057,17.3267767 49.6164049,17.3242717 49.6158951,17.3206851 49.6150322,17.3188264 49.6144634,17.3156557 49.6135868,17.3150693 49.6135015,17.3146932 49.6135534,17.3143709 49.613679,17.3129654 49.6146926,17.3122483 49.6150862,17.3115021 49.6154392)","81895062",,stream
"LINESTRING (17.3691545043584 49.6260619919027,17.3683999 49.6260649,17.3677306 49.6260794,17.3674874 49.6261245)","81895176",,stream
"LINESTRING (17.2298875 49.5999885,17.2303752 49.6013729,17.230365 49.6014457,17.2301667 49.6015886,17.2303166 49.6019262,17.2308798 49.6029485,17.2313283 49.6035211,17.2319773 49.6041165,17.2325657 49.6044971,17.2330409 49.6048621)","81895179",,stream
"LINESTRING (17.1679519 49.5375201,17.168051 49.5375124,17.1681461 49.5374639,17.1684041 49.5370748,17.1684909 49.5369983,17.1689559 49.5370315,17.1695301 49.5369366,17.1710369 49.5369556)","81895186",,stream
"LINESTRING (17.3106386 49.6507762,17.3094094 49.6506628,17.3052639 49.6502401,17.30405 49.6504454,17.3014868 49.6499481,17.3011987 49.6498639,17.2968485 49.6477364)","81895907",,stream
"LINESTRING (17.3297879 49.6356421,17.3287068 49.6354417,17.3273146 49.6351043,17.3237496 49.6343498,17.3197113 49.6334276,17.3116516 49.6313785,17.3087618 49.6306084,17.3086692 49.6305035,17.3087089 49.6290264,17.3071714 49.6271785,17.306874 49.6267561,17.3065873 49.6264431,17.3062593 49.6259525,17.3056353 49.6248858,17.3050199 49.6235915,17.3049271 49.6234548,17.2933547 49.6190974,17.2926879 49.6188503,17.2925515 49.6187892,17.2925089 49.6186195,17.2923435 49.6179772,17.2924282 49.6176483,17.2924628 49.6169014,17.2919567 49.6165318,17.2909923 49.6163441,17.2903769 49.6161731,17.2899989 49.6159431,17.2900051 49.6157779)","81895919",,stream
"LINESTRING (17.1888028 49.5415124,17.1886028 49.5412644,17.1848846 49.5402111,17.1843652 49.5400702,17.1843093 49.5399792,17.1874147 49.5371964,17.1872443 49.5371029,17.1868507 49.5370596,17.1867429 49.5368772)","81896484",,stream
"LINESTRING (17.13299 49.6499105,17.1346627 49.6498794,17.1369462 49.6506912,17.1379392 49.6508844,17.1379784 49.6508916)","81896883",,stream
"LINESTRING (17.3600584 49.5973584,17.3599536 49.5973568,17.3598963 49.597356,17.3595277 49.5970663,17.3595074 49.5967765,17.3597512 49.5965023)","81897509",,stream
"LINESTRING (17.1959444 49.6229787,17.195754 49.6231409,17.1954094 49.6235589,17.1941262 49.6253429,17.1937681 49.6258178,17.1935637 49.6260066,17.1910722 49.6293431,17.1899265 49.6307175,17.1896045 49.631043,17.1891493 49.6316633,17.1889483 49.6320004,17.188458 49.6326493,17.1880904 49.632958,17.1878684 49.6335309,17.1876021 49.6338486,17.1874726 49.634172,17.1874613 49.6347282,17.1873432 49.6358519,17.1866566 49.6368461,17.1858714 49.6378439,17.1856331 49.6380533,17.1854264 49.6383686,17.1854158 49.6384528,17.1854094 49.6385038,17.1853706 49.6388112,17.1856085 49.6388646,17.1859505 49.6390233,17.1877748 49.64009,17.1879335 49.6402938,17.1884792 49.6412546,17.1889332 49.6420014,17.1891455 49.6421463,17.1925693 49.6432082,17.1931182 49.6434312,17.1941518 49.6436911,17.194858 49.6438005,17.1954608 49.6438406,17.1970334 49.643776,17.1970894 49.6437768,17.1974995 49.6437938,17.1977162 49.6438279,17.1986523 49.6441179,17.1992694 49.644113,17.1999267 49.644255,17.2019542 49.6445317,17.202839 49.6444573,17.2031034 49.6444083,17.2042694 49.6439103,17.2063364 49.6429648,17.2076384 49.6425075,17.2077297 49.6424868,17.2079036 49.6425002,17.2082227 49.6425937,17.2084959 49.642662)","81897530",Častava,stream
"LINESTRING (17.190791 49.5690203,17.1908049 49.5690491,17.1906918 49.5701242,17.190605 49.5701833,17.1878596 49.5708383,17.1867754 49.5719739,17.1864642 49.5722193,17.1841287 49.572371)","81897537",Hněvotínský potok,stream
"LINESTRING (17.2045599 49.6181776,17.2110504 49.6191124,17.2131015 49.6199065,17.2148822 49.6205786,17.2155742 49.6207903,17.2197826 49.6220472,17.2200064 49.6217841,17.220157 49.6215293,17.2210492 49.6217625,17.2214676 49.6219049)","81897625",,stream
"LINESTRING (17.3703571281372 49.6509027616274,17.3695018 49.6510222,17.3687068 49.6511864,17.3680879 49.6512331,17.3667827 49.6512557,17.3662263 49.6511993,17.3658247 49.6512235,17.3653633 49.6512018,17.3649151 49.6511159,17.3645253 49.6510826,17.3642921 49.6511233,17.364113 49.6511771,17.3630744 49.651259,17.3622514 49.6512421,17.3618314 49.6512641,17.3606092 49.6515033,17.3594594 49.6515779,17.3591741 49.6517282,17.3591315 49.6519157,17.3591791 49.6519791,17.3592042 49.6520967,17.3591035 49.6522434,17.3589813 49.6522959,17.3586922 49.6523345,17.3586386 49.6523898,17.3585159 49.6527525,17.3584243 49.6529206,17.3581413 49.6530452)","81897738",,stream
"LINESTRING (17.2262496 49.5764639,17.2265471 49.5758203,17.2265579 49.5756951,17.2265077 49.5756309,17.2264956 49.5755462,17.2265077 49.5755018)","81897845",Nemilanka,stream
"LINESTRING (17.1722447 49.5339269,17.172396 49.5336776,17.1723338 49.5335178,17.1723469 49.533351,17.1722959 49.5328971,17.1723026 49.5327446,17.1723536 49.5326293,17.1725478 49.5324451,17.1729976 49.5321505,17.1735855 49.531912)","81897878",,stream
"LINESTRING (17.1847815 49.5328753,17.1868076 49.5289403,17.1886125 49.5255597,17.1892109 49.5252254,17.1894661 49.5251396,17.1942833 49.5252815,17.1947513 49.5251706,17.1958565 49.5245196,17.1960603 49.5243802,17.1967045 49.5238201,17.1968105 49.5237626,17.1969403 49.5237242,17.1977072 49.5236691,17.197831 49.523606,17.2017047 49.5204268,17.2024379 49.5198433)","81898020",,stream
"LINESTRING (17.1970687592089 49.6673608380404,17.1970226 49.6671728,17.1969717 49.667086,17.196801 49.6669433,17.19674 49.666827,17.1968631 49.6667018,17.1969526 49.6666659,17.197569 49.6666418,17.197976 49.6665335,17.1980749 49.6664694,17.1981106 49.6663979,17.198097 49.6663264,17.1979527 49.6662047,17.1977023 49.6661306,17.1971865 49.6658875,17.1968255 49.6657613,17.1967669 49.665597,17.196876 49.665434,17.1969631 49.6653819,17.1968166 49.6652417,17.1966483 49.6650533,17.1963446 49.6648442,17.1962737 49.6647273,17.196077 49.6645296,17.1960797 49.6644177)","81898292",,stream
"LINESTRING (17.3296616 49.5483008,17.3267602 49.5500751,17.3264904 49.5502001,17.3250002 49.5507147)","81898852",,stream
"LINESTRING (17.3025683 49.5353194,17.2999994 49.5346821,17.2997635 49.5346151,17.2997062 49.5345436,17.2996962 49.5344863,17.3010133 49.5308105,17.3017894 49.5310089,17.3019246 49.5309995,17.3020301 49.5309447,17.3050471 49.5258224,17.3089466 49.5245011,17.3094543 49.5244506,17.3100285 49.5245585,17.3101479 49.524288,17.3102413 49.5239643,17.3102634 49.5237262,17.3103395 49.5235263,17.3108826 49.5223518,17.3122881 49.5192777,17.3158832 49.5115032,17.3158062 49.5114368,17.3155285 49.5113558,17.3154343 49.5112963,17.315329 49.511137,17.3148060661532 49.50965422066)","81898891",HMZ,stream
"LINESTRING (17.3080366778017 49.6652023160035,17.3078634 49.6651124,17.3077679 49.6650236,17.3074183 49.6648348,17.3068602 49.6644637,17.3065138 49.6644234)","81899026",,stream
"LINESTRING (17.1931907 49.6537683,17.1935327 49.6533457,17.1936427 49.6531476,17.1940264 49.6519232,17.1941775 49.6516248,17.1950072 49.6502031,17.196573 49.647365,17.1970016 49.6441419,17.1970894 49.6437768)","81899873",,stream
"LINESTRING (17.3671364 49.638753,17.3667941 49.6384092,17.3663972 49.6379381,17.3660232 49.6377045,17.3655649 49.6373261,17.3648631 49.6369775,17.3644638 49.6368338,17.3640865 49.6367504,17.3635154 49.6364917,17.3631868 49.6364115)","81900031",,stream
"LINESTRING (17.28611 49.5154729,17.2859015 49.5150062,17.2859939 49.5142461,17.2858676 49.51395,17.2856789 49.5136747)","81900044",,stream
"LINESTRING (17.3492529 49.6250068,17.3499178 49.6243473,17.3502589 49.6243041,17.3508451 49.6242927,17.3520324 49.6243698)","81900570",,stream
"LINESTRING (17.3640126893299 49.6641134836999,17.3634604 49.6634097,17.3635624 49.663249,17.3634792 49.6630923,17.3634527 49.6626489,17.3635282 49.6623797,17.3637555 49.6623305,17.3638108 49.6622879,17.3638419 49.6622112,17.3638333 49.6620312,17.3637581 49.6615985,17.3636357 49.6612532,17.3634838 49.66099,17.3634463 49.6606672,17.3632933 49.6604117,17.3631598 49.660313,17.3631024 49.6599545,17.3631651 49.6594056,17.3630206 49.6588298,17.3630114 49.6584977,17.3628888 49.6583665,17.362884 49.6582494,17.3629122 49.6581973,17.3627559 49.6579474,17.3627404 49.65791,17.3624326 49.657781,17.3623062 49.6576961,17.3621854 49.6573956,17.3616541 49.6568016,17.3614265 49.6563468,17.3611797 49.6561298,17.3610157 49.6559045,17.3609179 49.6557546,17.3606924 49.6551867,17.360571 49.6551068,17.3606302 49.6550298,17.3606323 49.6549196,17.3605921 49.6548446,17.3606218 49.6547464,17.3602056 49.6542935,17.3599493 49.6542677,17.3597297 49.6539491,17.3596756 49.6537677,17.3595897 49.653635,17.359405 49.6535623,17.3591777 49.6532809,17.359072 49.6531917,17.3589294 49.6531392,17.3584345 49.6530516,17.3581413 49.6530452,17.3575891 49.6530168,17.3572797 49.6530338,17.3565587 49.6531861,17.3555391 49.653233,17.3550248 49.6531678,17.3540987 49.6529522,17.3538155 49.6529119,17.3529364 49.6528213,17.3518594 49.6530034,17.3514165 49.6530304,17.3506549 49.6529773,17.3501661 49.6528758,17.3499694 49.6528703,17.3497356 49.6528727,17.3490397 49.6530044,17.3489033 49.6530555,17.3487839 49.6531237,17.3486211 49.6533469,17.3484744 49.6534127,17.3483045 49.6534496,17.3478878 49.6533875,17.3474071 49.6534047,17.347089 49.6535037,17.3469386 49.6535888,17.3466868 49.6536322,17.3458853 49.6534959,17.3455569 49.6533733,17.3452982 49.6530738,17.3440619 49.6532542,17.3434856 49.6531986,17.3429435 49.6533002,17.3423233 49.6533713,17.3415993 49.6533393,17.3408474 49.6532576,17.3398629 49.6532613,17.3394405 49.6533244,17.338022 49.6536767,17.3366207 49.6540374,17.3362323 49.6540647,17.3359787 49.6540455,17.3355618 49.6539027,17.3344054 49.6533393,17.334059 49.6531016,17.3338113 49.6528007,17.3333379 49.6526179,17.3329725 49.6526384,17.3322814 49.6527426,17.3320763 49.6527406,17.3316865 49.6526691,17.3313498 49.6526453,17.3312352 49.6525894,17.3310666 49.6524419,17.3309661 49.6524098,17.3303528 49.6523675,17.3297686 49.6524353,17.3295398 49.6524123,17.3293317 49.6523533,17.3290511 49.6521509,17.3289122 49.6521163,17.3285703 49.6521112,17.3282109 49.6520293,17.3276607 49.6520524,17.3271624 49.651945,17.3268314 49.6517916,17.3267256 49.6516886,17.326241 49.6513946,17.3258378 49.650925,17.3252961 49.6505275,17.3248007 49.6500704,17.3243328 49.6497179,17.3241106 49.6496239,17.3235492 49.6496241,17.3223014 49.6497278,17.3217333 49.6498305,17.3193214 49.6503715,17.3190096 49.6504733,17.3189211 49.6505362,17.3182429 49.6514094,17.3178412 49.6526116,17.3177047 49.6533613,17.3176417 49.6539757,17.3175712 49.6541402,17.3174206 49.6543044,17.3169619 49.654312,17.3160379 49.6543052,17.3150639 49.6541683,17.3144376 49.6542345,17.3137493 49.6541853,17.313483 49.6542094,17.3132662 49.6541946,17.312876 49.6540881,17.3126357 49.6540758,17.3123731 49.6541239,17.3119515 49.6542615,17.3115647 49.6542724,17.3113986 49.6542323,17.3111418 49.6540883,17.3108091 49.65405,17.3105644 49.653983,17.31029 49.6539673,17.3098562 49.6540206,17.3095247 49.6539602,17.3093065 49.6538666,17.3091214 49.6537396,17.3086633 49.6535951,17.3085139 49.6535077,17.3082741 49.6532529,17.3080982 49.6531521,17.3078893 49.6531057,17.3074946 49.6531639,17.3072349 49.6531614,17.3067773 49.6530922,17.3065257 49.6530138,17.3063129 49.6528977,17.3061477 49.6527473,17.3057366 49.6525041,17.3054628 49.6524274,17.3051772 49.6523875,17.3048438 49.652387,17.3045503 49.6523382,17.3033931 49.6520219,17.3029266 49.6518029,17.3026311 49.6517169,17.3020081 49.6516025,17.3014783 49.6514609,17.300889 49.6514614,17.30059 49.6514249,17.3002939 49.6513446,17.2997587 49.6510873,17.2994882 49.6509028,17.2988232 49.6502761,17.2976719 49.6494139,17.297581 49.649296,17.2970537 49.6483331,17.2968485 49.6477364,17.29678 49.6476057,17.2966206 49.6474988,17.2964552 49.647418,17.2929848 49.6464514,17.2923963 49.6464021,17.2917027 49.6464035,17.290176 49.6460904,17.2889675 49.6461434,17.2876196 49.6460182,17.287103 49.646023,17.2853231 49.6462585,17.2845725 49.6462409,17.2840308 49.6461834,17.2822586 49.6458275,17.2820065 49.6458134,17.280707 49.6454987,17.2783404 49.6454501,17.2775666 49.64539,17.2772966 49.6453966,17.2770306 49.6454591,17.2758815 49.6462391,17.2757313 49.6464107,17.2755726 49.6469587,17.2754954 49.6470239,17.2752407 49.6470972,17.2741821 49.6473852,17.2725682 49.6475095,17.2723848 49.6474955,17.2722277 49.6474341,17.2718547 49.6470759,17.271691 49.6466024,17.2715622 49.6464203,17.2713373 49.6462781,17.2711136 49.6462069,17.2704102 49.6461621,17.2695415 49.6458867)","81900832",Dolanský potok,stream
"LINESTRING (17.3439452 49.5282475,17.3438426 49.5279318,17.3437758 49.5275453,17.3437172 49.5274274)","81901238",,stream
