Id, Geometry
51029568,"POLYGON ((17.295082092285156 49.5640869140625, 17.294731140136719 49.563922882080078, 17.294395446777344 49.563766479492188, 17.294042587280273 49.563629150390625, 17.293954849243164 49.563591003417969, 17.293914794921875 49.563602447509766, 17.293893814086914 49.563632965087891, 17.293891906738281 49.563694000244141, 17.293920516967773 49.563785552978516, 17.2939510345459 49.563926696777344, 17.294023513793945 49.564052581787109, 17.294197082519531 49.564140319824219, 17.29432487487793 49.564216613769531, 17.294584274291992 49.564311981201172, 17.294649124145508 49.564281463623047, 17.294610977172852 49.5642204284668, 17.294502258300781 49.564128875732422, 17.294498443603516 49.5640869140625, 17.294576644897461 49.564048767089844, 17.29466438293457 49.564041137695312, 17.294748306274414 49.564060211181641, 17.294775009155273 49.5640869140625, 17.294706344604492 49.564212799072266, 17.2947998046875 49.564266204833984, 17.294961929321289 49.564338684082031, 17.295133590698242 49.564205169677734, 17.295164108276367 49.564136505126953, 17.295082092285156 49.5640869140625))"
51029570,"POLYGON ((17.294288635253906 49.561370849609375, 17.294204711914062 49.561363220214844, 17.29411506652832 49.561458587646484, 17.294029235839844 49.561550140380859, 17.294036865234375 49.561588287353516, 17.294227600097656 49.561702728271484, 17.294366836547852 49.561840057373047, 17.294496536254883 49.561996459960938, 17.294658660888672 49.561954498291016, 17.294837951660156 49.561912536621094, 17.294721603393555 49.561702728271484, 17.294628143310547 49.561569213867188, 17.294471740722656 49.56146240234375, 17.294288635253906 49.561370849609375))"
51029571,"POLYGON ((17.230894088745117 49.568145751953125, 17.230737686157227 49.568096160888672, 17.230554580688477 49.5683479309082, 17.230709075927734 49.568397521972656, 17.230894088745117 49.568145751953125))"
51029574,"POLYGON ((17.250009536743164 49.543666839599609, 17.249698638916016 49.543621063232422, 17.24958610534668 49.543670654296875, 17.249528884887695 49.543743133544922, 17.249465942382812 49.543880462646484, 17.249496459960938 49.5439567565918, 17.249544143676758 49.544052124023438, 17.249841690063477 49.544235229492188, 17.249935150146484 49.5442008972168, 17.250059127807617 49.543983459472656, 17.25018310546875 49.543819427490234, 17.250009536743164 49.543666839599609))"
51029575,"POLYGON ((17.258779525756836 49.530876159667969, 17.258747100830078 49.530853271484375, 17.258615493774414 49.530845642089844, 17.258525848388672 49.530776977539062, 17.258476257324219 49.5307731628418, 17.258451461791992 49.530792236328125, 17.2584228515625 49.531047821044922, 17.258537292480469 49.531162261962891, 17.258533477783203 49.531185150146484, 17.258447647094727 49.531208038330078, 17.258432388305664 49.531276702880859, 17.258478164672852 49.531333923339844, 17.258901596069336 49.531333923339844, 17.258914947509766 49.53131103515625, 17.258821487426758 49.531147003173828, 17.2587947845459 49.531051635742188, 17.258779525756836 49.530876159667969))"
51029576,"POLYGON ((17.267602920532227 49.5526008605957, 17.267702102661133 49.552574157714844, 17.267717361450195 49.552505493164062, 17.267728805541992 49.552440643310547, 17.267787933349609 49.552383422851562, 17.267810821533203 49.552402496337891, 17.267856597900391 49.552532196044922, 17.267995834350586 49.55267333984375, 17.268110275268555 49.552711486816406, 17.26835823059082 49.552719116210938, 17.268396377563477 49.552631378173828, 17.26835823059082 49.552448272705078, 17.268291473388672 49.552295684814453, 17.268077850341797 49.552188873291016, 17.267963409423828 49.552173614501953, 17.2673397064209 49.552101135253906, 17.266687393188477 49.5520133972168, 17.266622543334961 49.552005767822266, 17.266374588012695 49.551967620849609, 17.266120910644531 49.551933288574219, 17.265998840332031 49.551914215087891, 17.265964508056641 49.551910400390625, 17.265899658203125 49.551902770996094, 17.265869140625 49.551898956298828, 17.265689849853516 49.5518684387207, 17.265596389770508 49.551872253417969, 17.26555061340332 49.5518913269043, 17.26548957824707 49.551925659179688, 17.26544189453125 49.551963806152344, 17.265405654907227 49.552001953125, 17.265371322631836 49.552116394042969, 17.265369415283203 49.552158355712891, 17.265380859375 49.552188873291016, 17.265512466430664 49.552268981933594, 17.265575408935547 49.552291870117188, 17.265647888183594 49.552291870117188, 17.265676498413086 49.552268981933594, 17.265676498413086 49.552230834960938, 17.265647888183594 49.552192687988281, 17.265581130981445 49.552139282226562, 17.265565872192383 49.552093505859375, 17.265594482421875 49.552055358886719, 17.265674591064453 49.552047729492188, 17.265857696533203 49.552070617675781, 17.2661075592041 49.552108764648438, 17.26618766784668 49.552120208740234, 17.266357421875 49.552158355712891, 17.26643180847168 49.55230712890625, 17.266494750976562 49.552463531494141, 17.266574859619141 49.5524787902832, 17.266580581665039 49.552547454833984, 17.266643524169922 49.552558898925781, 17.266740798950195 49.552513122558594, 17.266883850097656 49.552558898925781, 17.266897201538086 49.552730560302734, 17.267255783081055 49.552837371826172, 17.267337799072266 49.552837371826172, 17.26738166809082 49.552810668945312, 17.267385482788086 49.552711486816406, 17.26744270324707 49.552661895751953, 17.267568588256836 49.552654266357422, 17.267602920532227 49.5526008605957))"
51029580,"POLYGON ((17.375333786010742 49.549152374267578, 17.375263214111328 49.549121856689453, 17.375204086303711 49.54913330078125, 17.375179290771484 49.549167633056641, 17.375246047973633 49.54931640625, 17.375373840332031 49.549324035644531, 17.375392913818359 49.549278259277344, 17.375333786010742 49.549152374267578))"
51029583,"POLYGON ((17.363996505737305 49.556594848632812, 17.363546371459961 49.556251525878906, 17.363376617431641 49.556339263916016, 17.363828659057617 49.556686401367188, 17.363996505737305 49.556594848632812))"
51029584,"POLYGON ((17.345340728759766 49.549385070800781, 17.345046997070312 49.549339294433594, 17.345014572143555 49.549419403076172, 17.345306396484375 49.549461364746094, 17.345340728759766 49.549385070800781))"
51029587,"POLYGON ((17.324705123901367 49.550514221191406, 17.324686050415039 49.550411224365234, 17.324211120605469 49.550460815429688, 17.324228286743164 49.550559997558594, 17.324705123901367 49.550514221191406))"
51029658,"POLYGON ((17.216653823852539 49.578830718994141, 17.216405868530273 49.578750610351562, 17.216365814208984 49.578758239746094, 17.216283798217773 49.578853607177734, 17.216283798217773 49.578880310058594, 17.21656608581543 49.5789680480957, 17.216609954833984 49.578952789306641, 17.216665267944336 49.578853607177734, 17.216653823852539 49.578830718994141))"
51029749,"POLYGON ((17.305608749389648 49.586662292480469, 17.305370330810547 49.586505889892578, 17.305305480957031 49.586540222167969, 17.305543899536133 49.586700439453125, 17.305608749389648 49.586662292480469))"
51029751,"POLYGON ((17.261613845825195 49.613384246826172, 17.261404037475586 49.613296508789062, 17.261329650878906 49.613323211669922, 17.261283874511719 49.613380432128906, 17.261322021484375 49.613433837890625, 17.26130485534668 49.613517761230469, 17.261219024658203 49.613601684570312, 17.261337280273438 49.613700866699219, 17.261501312255859 49.613815307617188, 17.261640548706055 49.613861083984375, 17.261667251586914 49.613922119140625, 17.261737823486328 49.613933563232422, 17.261833190917969 49.613826751708984, 17.261878967285156 49.613662719726562, 17.261816024780273 49.613502502441406, 17.261613845825195 49.613384246826172))"
51029752,"POLYGON ((17.243551254272461 49.646415710449219, 17.24354362487793 49.646312713623047, 17.243503570556641 49.646194458007812, 17.243436813354492 49.646095275878906, 17.243320465087891 49.64605712890625, 17.243160247802734 49.64605712890625, 17.242919921875 49.646060943603516, 17.242719650268555 49.646083831787109, 17.2425479888916 49.646102905273438, 17.242431640625 49.6461296081543, 17.242330551147461 49.646175384521484, 17.242330551147461 49.646217346191406, 17.242387771606445 49.646263122558594, 17.242456436157227 49.646270751953125, 17.242595672607422 49.646259307861328, 17.242683410644531 49.64630126953125, 17.242794036865234 49.646305084228516, 17.242897033691406 49.646274566650391, 17.243068695068359 49.646297454833984, 17.243162155151367 49.646343231201172, 17.243259429931641 49.64642333984375, 17.243400573730469 49.646480560302734, 17.243501663208008 49.646476745605469, 17.243551254272461 49.646415710449219))"
51029753,"POLYGON ((17.242849349975586 49.647445678710938, 17.242742538452148 49.64739990234375, 17.24262809753418 49.647464752197266, 17.242538452148438 49.647605895996094, 17.242450714111328 49.647762298583984, 17.242399215698242 49.647876739501953, 17.242414474487305 49.647926330566406, 17.242555618286133 49.647930145263672, 17.242683410644531 49.647907257080078, 17.242828369140625 49.6478271484375, 17.242921829223633 49.647705078125, 17.242918014526367 49.647567749023438, 17.242849349975586 49.647445678710938))"
51029754,"POLYGON ((17.241376876831055 49.626419067382812, 17.2412109375 49.626361846923828, 17.241090774536133 49.626346588134766, 17.240997314453125 49.626380920410156, 17.240903854370117 49.626338958740234, 17.2408390045166 49.626396179199219, 17.2408447265625 49.626468658447266, 17.240842819213867 49.626560211181641, 17.240827560424805 49.626628875732422, 17.24085807800293 49.626682281494141, 17.240932464599609 49.626743316650391, 17.241090774536133 49.626789093017578, 17.241209030151367 49.626735687255859, 17.24128532409668 49.6268310546875, 17.241436004638672 49.62689208984375, 17.241540908813477 49.626899719238281, 17.241630554199219 49.626823425292969, 17.241676330566406 49.626750946044922, 17.241727828979492 49.626716613769531, 17.241777420043945 49.626686096191406, 17.241781234741211 49.626659393310547, 17.241735458374023 49.6265754699707, 17.241632461547852 49.626499176025391, 17.241523742675781 49.626445770263672, 17.241376876831055 49.626419067382812))"
51029755,"POLYGON ((17.232847213745117 49.644546508789062, 17.232807159423828 49.64453125, 17.232751846313477 49.644527435302734, 17.232669830322266 49.6445426940918, 17.232564926147461 49.644596099853516, 17.232639312744141 49.644680023193359, 17.232847213745117 49.644626617431641, 17.23286247253418 49.644584655761719, 17.232847213745117 49.644546508789062))"
51029756,"POLYGON ((17.228874206542969 49.650993347167969, 17.228832244873047 49.650985717773438, 17.228780746459961 49.6509895324707, 17.228750228881836 49.6510009765625, 17.228731155395508 49.651020050048828, 17.228733062744141 49.651046752929688, 17.228752136230469 49.651084899902344, 17.228782653808594 49.651115417480469, 17.22882080078125 49.651142120361328, 17.228841781616211 49.651142120361328, 17.228897094726562 49.651088714599609, 17.228906631469727 49.651046752929688, 17.228900909423828 49.651016235351562, 17.228874206542969 49.650993347167969))"
51029757,"POLYGON ((17.2554931640625 49.6150016784668, 17.255474090576172 49.614955902099609, 17.25541877746582 49.6149787902832, 17.255300521850586 49.615028381347656, 17.255208969116211 49.615093231201172, 17.255283355712891 49.615192413330078, 17.2553653717041 49.615180969238281, 17.25544548034668 49.615066528320312, 17.2554931640625 49.6150016784668))"
51029759,"POLYGON ((17.25572395324707 49.61456298828125, 17.255525588989258 49.614521026611328, 17.255464553833008 49.614604949951172, 17.255414962768555 49.614723205566406, 17.255449295043945 49.614814758300781, 17.255569458007812 49.614860534667969, 17.25562858581543 49.614772796630859, 17.255674362182617 49.614662170410156, 17.25572395324707 49.61456298828125))"
51029760,"POLYGON ((17.275264739990234 49.639202117919922, 17.275180816650391 49.6391487121582, 17.27513313293457 49.639152526855469, 17.275117874145508 49.639411926269531, 17.275131225585938 49.6396598815918, 17.275150299072266 49.63983154296875, 17.275125503540039 49.639984130859375, 17.275060653686523 49.640113830566406, 17.275007247924805 49.64019775390625, 17.275032043457031 49.6402473449707, 17.275110244750977 49.640251159667969, 17.275163650512695 49.640235900878906, 17.275449752807617 49.63995361328125, 17.27556037902832 49.639862060546875, 17.275619506835938 49.639801025390625, 17.275663375854492 49.639736175537109, 17.275676727294922 49.639690399169922, 17.275665283203125 49.639640808105469, 17.275632858276367 49.639568328857422, 17.275571823120117 49.639480590820312, 17.275484085083008 49.639377593994141, 17.275371551513672 49.639286041259766, 17.275264739990234 49.639202117919922))"
51029763,"POLYGON ((17.273384094238281 49.6524772644043, 17.273366928100586 49.652469635009766, 17.273347854614258 49.6524658203125, 17.27332878112793 49.652462005615234, 17.2733097076416 49.652462005615234, 17.273290634155273 49.6524658203125, 17.273271560668945 49.652469635009766, 17.27325439453125 49.652473449707031, 17.273239135742188 49.652481079101562, 17.273225784301758 49.652492523193359, 17.273214340209961 49.652500152587891, 17.27320671081543 49.652511596679688, 17.273200988769531 49.652523040771484, 17.2731990814209 49.652538299560547, 17.273200988769531 49.652549743652344, 17.273204803466797 49.652561187744141, 17.273212432861328 49.652572631835938, 17.273223876953125 49.652584075927734, 17.273235321044922 49.652595520019531, 17.273250579833984 49.652603149414062, 17.27326774597168 49.652606964111328, 17.273286819458008 49.652610778808594, 17.273305892944336 49.652614593505859, 17.273324966430664 49.652614593505859, 17.273344039916992 49.652614593505859, 17.27336311340332 49.652610778808594, 17.273380279541016 49.652603149414062, 17.273395538330078 49.652595520019531, 17.273408889770508 49.652587890625, 17.273420333862305 49.6525764465332, 17.273427963256836 49.652565002441406, 17.273433685302734 49.652553558349609, 17.273435592651367 49.652538299560547, 17.273433685302734 49.65252685546875, 17.273429870605469 49.652515411376953, 17.273422241210938 49.652503967285156, 17.273412704467773 49.652492523193359, 17.273399353027344 49.652484893798828, 17.273384094238281 49.6524772644043))"
51029764,"POLYGON ((17.273214340209961 49.652683258056641, 17.273183822631836 49.652671813964844, 17.273149490356445 49.652671813964844, 17.27311897277832 49.652675628662109, 17.273099899291992 49.652683258056641, 17.273044586181641 49.652748107910156, 17.273046493530273 49.65277099609375, 17.273067474365234 49.652793884277344, 17.273103713989258 49.652801513671875, 17.273138046264648 49.652797698974609, 17.273168563842773 49.652786254882812, 17.273221969604492 49.652725219726562, 17.273227691650391 49.652706146240234, 17.273214340209961 49.652683258056641))"
51029765,"POLYGON ((17.386775970458984 49.577167510986328, 17.386688232421875 49.577114105224609, 17.386550903320312 49.577110290527344, 17.386411666870117 49.577175140380859, 17.386383056640625 49.577228546142578, 17.386463165283203 49.577350616455078, 17.386556625366211 49.577423095703125, 17.386672973632812 49.577445983886719, 17.386774063110352 49.577426910400391, 17.386844635009766 49.577377319335938, 17.386886596679688 49.577316284179688, 17.386871337890625 49.577247619628906, 17.386775970458984 49.577167510986328))"
51029766,"POLYGON ((17.379009246826172 49.571613311767578, 17.378747940063477 49.571483612060547, 17.378396987915039 49.571647644042969, 17.378381729125977 49.57171630859375, 17.378421783447266 49.571758270263672, 17.379293441772461 49.572242736816406, 17.379358291625977 49.5722541809082, 17.379423141479492 49.572223663330078, 17.379476547241211 49.5721435546875, 17.379487991333008 49.572071075439453, 17.379411697387695 49.571964263916016, 17.3792724609375 49.571815490722656, 17.3791446685791 49.571701049804688, 17.379009246826172 49.571613311767578))"
51029767,"POLYGON ((17.383413314819336 49.575138092041016, 17.383296966552734 49.575057983398438, 17.38319206237793 49.575054168701172, 17.383090972900391 49.575115203857422, 17.383028030395508 49.575160980224609, 17.383024215698242 49.575241088867188, 17.383060455322266 49.575294494628906, 17.383399963378906 49.575496673583984, 17.383602142333984 49.57562255859375, 17.383720397949219 49.575607299804688, 17.383790969848633 49.575546264648438, 17.383657455444336 49.575366973876953, 17.383413314819336 49.575138092041016))"
51029768,"POLYGON ((17.349201202392578 49.606575012207031, 17.348934173583984 49.606357574462891, 17.348798751831055 49.6064338684082, 17.349063873291016 49.606647491455078, 17.349201202392578 49.606575012207031))"
51029774,"POLYGON ((17.324966430664062 49.6469841003418, 17.324729919433594 49.6469612121582, 17.324689865112305 49.647037506103516, 17.324916839599609 49.647060394287109, 17.324966430664062 49.6469841003418))"
51042177,"POLYGON ((17.212636947631836 49.558616638183594, 17.212575912475586 49.558597564697266, 17.212497711181641 49.558647155761719, 17.212440490722656 49.558681488037109, 17.212471008300781 49.558738708496094, 17.212837219238281 49.559017181396484, 17.2130126953125 49.558982849121094, 17.213022232055664 49.558937072753906, 17.212636947631836 49.558616638183594))"
51042264,"POLYGON ((17.203500747680664 49.614997863769531, 17.203407287597656 49.614974975585938, 17.203380584716797 49.614994049072266, 17.203401565551758 49.615058898925781, 17.203512191772461 49.615108489990234, 17.203634262084961 49.615127563476562, 17.203695297241211 49.6151123046875, 17.20367431640625 49.615066528320312, 17.203605651855469 49.615028381347656, 17.203500747680664 49.614997863769531))"
51042265,"POLYGON ((17.206499099731445 49.631107330322266, 17.206476211547852 49.631103515625, 17.206453323364258 49.631107330322266, 17.206430435180664 49.631111145019531, 17.206413269042969 49.631122589111328, 17.206403732299805 49.631149291992188, 17.206409454345703 49.631172180175781, 17.206462860107422 49.631244659423828, 17.206483840942383 49.631263732910156, 17.206510543823242 49.631271362304688, 17.206541061401367 49.631271362304688, 17.206563949584961 49.631267547607422, 17.20659065246582 49.631252288818359, 17.206609725952148 49.631233215332031, 17.206600189208984 49.631202697753906, 17.206535339355469 49.631126403808594, 17.206520080566406 49.631111145019531, 17.206499099731445 49.631107330322266))"
51042266,"POLYGON ((17.214675903320312 49.628883361816406, 17.214641571044922 49.628879547119141, 17.214559555053711 49.628929138183594, 17.214557647705078 49.628990173339844, 17.214700698852539 49.629081726074219, 17.214811325073242 49.629131317138672, 17.214868545532227 49.629188537597656, 17.215009689331055 49.6292839050293, 17.215143203735352 49.629314422607422, 17.215190887451172 49.629306793212891, 17.215221405029297 49.6292839050293, 17.215229034423828 49.62921142578125, 17.21501350402832 49.629032135009766, 17.214805603027344 49.62890625, 17.214675903320312 49.628883361816406))"
51042267,"POLYGON ((17.216264724731445 49.622634887695312, 17.216035842895508 49.622509002685547, 17.215816497802734 49.622505187988281, 17.215547561645508 49.622505187988281, 17.215383529663086 49.622562408447266, 17.215145111083984 49.622634887695312, 17.214910507202148 49.622711181640625, 17.21466064453125 49.622764587402344, 17.214565277099609 49.622829437255859, 17.214555740356445 49.622920989990234, 17.214588165283203 49.6230583190918, 17.214632034301758 49.623203277587891, 17.214754104614258 49.623237609863281, 17.214910507202148 49.623310089111328, 17.2150821685791 49.6234245300293, 17.215211868286133 49.6235466003418, 17.215358734130859 49.623577117919922, 17.215530395507812 49.623493194580078, 17.215740203857422 49.623382568359375, 17.215946197509766 49.623310089111328, 17.216129302978516 49.623241424560547, 17.216278076171875 49.623149871826172, 17.216371536254883 49.623069763183594, 17.216348648071289 49.622917175292969, 17.216331481933594 49.622776031494141, 17.216289520263672 49.622699737548828, 17.216264724731445 49.622634887695312))"
51042327,"POLYGON ((17.265438079833984 49.6119270324707, 17.265514373779297 49.611747741699219, 17.265354156494141 49.611717224121094, 17.265277862548828 49.611900329589844, 17.265438079833984 49.6119270324707))"
51042328,"POLYGON ((17.248815536499023 49.619361877441406, 17.248758316040039 49.619319915771484, 17.248624801635742 49.61932373046875, 17.248483657836914 49.619358062744141, 17.248397827148438 49.619441986083984, 17.248374938964844 49.619548797607422, 17.248432159423828 49.619663238525391, 17.248544692993164 49.619720458984375, 17.248620986938477 49.61968994140625, 17.248706817626953 49.619586944580078, 17.248762130737305 49.619468688964844, 17.248815536499023 49.619361877441406))"
51042329,"POLYGON ((17.250160217285156 49.614421844482422, 17.250091552734375 49.6143798828125, 17.249944686889648 49.614398956298828, 17.249799728393555 49.61444091796875, 17.249683380126953 49.614475250244141, 17.249702453613281 49.614536285400391, 17.249822616577148 49.6146125793457, 17.250089645385742 49.614753723144531, 17.250171661376953 49.6148567199707, 17.250299453735352 49.614997863769531, 17.250415802001953 49.615077972412109, 17.25047492980957 49.615093231201172, 17.250520706176758 49.615043640136719, 17.250541687011719 49.614990234375, 17.250486373901367 49.614936828613281, 17.250473022460938 49.614871978759766, 17.250429153442383 49.614776611328125, 17.25031852722168 49.614616394042969, 17.250240325927734 49.614509582519531, 17.250160217285156 49.614421844482422))"
51042330,"POLYGON ((17.252019882202148 49.615257263183594, 17.251842498779297 49.615234375, 17.251737594604492 49.6152458190918, 17.251691818237305 49.615306854248047, 17.251630783081055 49.615341186523438, 17.2515811920166 49.615413665771484, 17.251609802246094 49.6154899597168, 17.251735687255859 49.615528106689453, 17.252008438110352 49.615573883056641, 17.252170562744141 49.615577697753906, 17.252254486083984 49.615547180175781, 17.252239227294922 49.615478515625, 17.252288818359375 49.615444183349609, 17.252336502075195 49.615386962890625, 17.252294540405273 49.615329742431641, 17.252151489257812 49.615291595458984, 17.252019882202148 49.615257263183594))"
51042331,"POLYGON ((17.247978210449219 49.619651794433594, 17.24791145324707 49.6196174621582, 17.247713088989258 49.6196174621582, 17.247604370117188 49.619636535644531, 17.247613906860352 49.61968994140625, 17.247705459594727 49.6197509765625, 17.247831344604492 49.619834899902344, 17.247907638549805 49.619926452636719, 17.247993469238281 49.6200065612793, 17.248092651367188 49.6201057434082, 17.248151779174805 49.620170593261719, 17.248235702514648 49.620204925537109, 17.248291015625 49.620159149169922, 17.24836540222168 49.620086669921875, 17.24842643737793 49.620021820068359, 17.248414993286133 49.619968414306641, 17.248350143432617 49.619911193847656, 17.248268127441406 49.619895935058594, 17.248119354248047 49.619838714599609, 17.248003005981445 49.619731903076172, 17.247978210449219 49.619651794433594))"
51042332,"POLYGON ((17.245790481567383 49.619472503662109, 17.245859146118164 49.619415283203125, 17.245838165283203 49.619338989257812, 17.245748519897461 49.619304656982422, 17.245273590087891 49.619319915771484, 17.244888305664062 49.619338989257812, 17.244508743286133 49.619346618652344, 17.244241714477539 49.619319915771484, 17.24388313293457 49.619312286376953, 17.243585586547852 49.619297027587891, 17.243404388427734 49.619316101074219, 17.243318557739258 49.619384765625, 17.243339538574219 49.619468688964844, 17.243368148803711 49.6195068359375, 17.24354362487793 49.619491577148438, 17.2439022064209 49.619503021240234, 17.244298934936523 49.619487762451172, 17.244720458984375 49.619491577148438, 17.245138168334961 49.619503021240234, 17.24547004699707 49.619514465332031, 17.245737075805664 49.6195068359375, 17.245790481567383 49.619472503662109))"
51042333,"POLYGON ((17.248292922973633 49.619281768798828, 17.248186111450195 49.619270324707031, 17.24775505065918 49.619277954101562, 17.2476749420166 49.619277954101562, 17.247364044189453 49.619277954101562, 17.246986389160156 49.619293212890625, 17.246767044067383 49.619331359863281, 17.246501922607422 49.619316101074219, 17.246223449707031 49.619331359863281, 17.246128082275391 49.619369506835938, 17.246129989624023 49.619449615478516, 17.246149063110352 49.6195182800293, 17.24688720703125 49.619522094726562, 17.247213363647461 49.619510650634766, 17.247354507446289 49.6195068359375, 17.2479248046875 49.619503021240234, 17.2481689453125 49.619510650634766, 17.248270034790039 49.619461059570312, 17.2482967376709 49.619354248046875, 17.248292922973633 49.619281768798828))"
51042334,"POLYGON ((17.242042541503906 49.626266479492188, 17.242160797119141 49.626228332519531, 17.242307662963867 49.626262664794922, 17.242385864257812 49.626205444335938, 17.24244499206543 49.626091003417969, 17.242292404174805 49.626125335693359, 17.242204666137695 49.6260986328125, 17.242221832275391 49.626041412353516, 17.24232292175293 49.626029968261719, 17.242473602294922 49.626014709472656, 17.242517471313477 49.6259651184082, 17.242477416992188 49.625892639160156, 17.242355346679688 49.625869750976562, 17.242219924926758 49.625885009765625, 17.2420654296875 49.625892639160156, 17.241855621337891 49.625892639160156, 17.241643905639648 49.625904083251953, 17.241437911987305 49.625885009765625, 17.241292953491211 49.625885009765625, 17.241270065307617 49.625930786132812, 17.241268157958984 49.626018524169922, 17.24122428894043 49.626091003417969, 17.241266250610352 49.626194000244141, 17.241428375244141 49.6262321472168, 17.24177360534668 49.626296997070312, 17.241943359375 49.626293182373047, 17.242042541503906 49.626266479492188))"
51042335,"POLYGON ((17.261627197265625 49.620124816894531, 17.261545181274414 49.620101928710938, 17.261482238769531 49.620124816894531, 17.261447906494141 49.620212554931641, 17.261423110961914 49.620334625244141, 17.261343002319336 49.6204833984375, 17.261302947998047 49.6206169128418, 17.261360168457031 49.620708465576172, 17.261520385742188 49.620811462402344, 17.261608123779297 49.620903015136719, 17.261680603027344 49.620895385742188, 17.261734008789062 49.620849609375, 17.261804580688477 49.620731353759766, 17.261882781982422 49.620586395263672, 17.261960983276367 49.620437622070312, 17.261989593505859 49.620323181152344, 17.262025833129883 49.6202278137207, 17.261993408203125 49.620189666748047, 17.26185417175293 49.620147705078125, 17.261627197265625 49.620124816894531))"
51042336,"POLYGON ((17.313547134399414 49.640457153320312, 17.313657760620117 49.640449523925781, 17.3137264251709 49.640518188476562, 17.313798904418945 49.640583038330078, 17.313869476318359 49.640621185302734, 17.313934326171875 49.640594482421875, 17.313966751098633 49.6405143737793, 17.313936233520508 49.640426635742188, 17.313873291015625 49.640346527099609, 17.313850402832031 49.640262603759766, 17.313865661621094 49.640178680419922, 17.313810348510742 49.640106201171875, 17.313766479492188 49.640060424804688, 17.31364631652832 49.64019775390625, 17.313591003417969 49.640293121337891, 17.313465118408203 49.6403694152832, 17.3133602142334 49.640419006347656, 17.313283920288086 49.640525817871094, 17.313224792480469 49.640609741210938, 17.313222885131836 49.640670776367188, 17.313276290893555 49.640678405761719, 17.313329696655273 49.640651702880859, 17.313390731811523 49.640598297119141, 17.313465118408203 49.640537261962891, 17.313547134399414 49.640457153320312))"
51042340,"POLYGON ((17.330410003662109 49.613037109375, 17.330263137817383 49.613037109375, 17.330244064331055 49.613044738769531, 17.329910278320312 49.613056182861328, 17.329837799072266 49.613193511962891, 17.3297176361084 49.613227844238281, 17.329723358154297 49.613243103027344, 17.32984733581543 49.613216400146484, 17.329887390136719 49.613197326660156, 17.330032348632812 49.613227844238281, 17.330234527587891 49.613250732421875, 17.330358505249023 49.613193511962891, 17.330738067626953 49.613201141357422, 17.330781936645508 49.613128662109375, 17.330554962158203 49.613101959228516, 17.330410003662109 49.613037109375))"
51042345,"POLYGON ((17.341936111450195 49.634735107421875, 17.34185791015625 49.634727478027344, 17.341817855834961 49.634735107421875, 17.341766357421875 49.634746551513672, 17.3416748046875 49.634780883789062, 17.341655731201172 49.634811401367188, 17.341730117797852 49.634933471679688, 17.341815948486328 49.6350212097168, 17.341852188110352 49.635025024414062, 17.34196662902832 49.634971618652344, 17.342041015625 49.634937286376953, 17.34199333190918 49.634838104248047, 17.341936111450195 49.634735107421875))"
51042346,"POLYGON ((17.343439102172852 49.625308990478516, 17.3433895111084 49.625274658203125, 17.343351364135742 49.625274658203125, 17.343296051025391 49.625289916992188, 17.343246459960938 49.625389099121094, 17.3432559967041 49.6254997253418, 17.343332290649414 49.625583648681641, 17.343357086181641 49.625679016113281, 17.343400955200195 49.625789642333984, 17.34339714050293 49.625911712646484, 17.343412399291992 49.626026153564453, 17.3435001373291 49.626117706298828, 17.343524932861328 49.625972747802734, 17.343526840209961 49.625869750976562, 17.343528747558594 49.625740051269531, 17.343557357788086 49.625640869140625, 17.34351921081543 49.625503540039062, 17.343456268310547 49.625408172607422, 17.343439102172852 49.625308990478516))"
51042347,"POLYGON ((17.328710556030273 49.632350921630859, 17.328691482543945 49.63232421875, 17.328479766845703 49.632320404052734, 17.328489303588867 49.632419586181641, 17.328611373901367 49.632411956787109, 17.328681945800781 49.632396697998047, 17.328699111938477 49.632373809814453, 17.328710556030273 49.632350921630859))"
51042348,"POLYGON ((17.344430923461914 49.62939453125, 17.344341278076172 49.629386901855469, 17.344274520874023 49.629497528076172, 17.344898223876953 49.629737854003906, 17.344928741455078 49.629695892333984, 17.345026016235352 49.629547119140625, 17.344528198242188 49.629409790039062, 17.344430923461914 49.62939453125))"
51042349,"POLYGON ((17.332607269287109 49.616313934326172, 17.33233642578125 49.61627197265625, 17.33222770690918 49.616310119628906, 17.332328796386719 49.616622924804688, 17.332414627075195 49.616645812988281, 17.33244514465332 49.61663818359375, 17.332775115966797 49.616497039794922, 17.332773208618164 49.6164665222168, 17.332607269287109 49.616313934326172))"
51042350,"POLYGON ((17.344694137573242 49.631500244140625, 17.344272613525391 49.631439208984375, 17.34423828125 49.6315803527832, 17.344760894775391 49.63165283203125, 17.3448486328125 49.631568908691406, 17.344791412353516 49.631523132324219, 17.344694137573242 49.631500244140625))"
51042351,"POLYGON ((17.328336715698242 49.627090454101562, 17.328327178955078 49.626983642578125, 17.327787399291992 49.626987457275391, 17.32752799987793 49.626987457275391, 17.327550888061523 49.627101898193359, 17.327707290649414 49.627101898193359, 17.328336715698242 49.627090454101562))"
51042353,"POLYGON ((17.326263427734375 49.6312370300293, 17.326162338256836 49.631191253662109, 17.326021194458008 49.631282806396484, 17.325860977172852 49.631446838378906, 17.325813293457031 49.631568908691406, 17.325868606567383 49.6316032409668, 17.325925827026367 49.631649017333984, 17.326089859008789 49.6314582824707, 17.326181411743164 49.631317138671875, 17.326263427734375 49.6312370300293))"
