Id, Amenity, Centroid, Geometry
53034125,college,"POINT (17.271760953046769 49.597660071556518)","LINEARRING (17.271724700927734 49.5978889465332, 17.271846771240234 49.597682952880859, 17.27197265625 49.597476959228516, 17.271799087524414 49.597431182861328, 17.271549224853516 49.597843170166016, 17.271673202514648 49.597873687744141, 17.271724700927734 49.5978889465332)"
53038993,clinic,"POINT (17.244588689303413 49.5961188797664)","LINEARRING (17.244203567504883 49.596214294433594, 17.244207382202148 49.596218109130859, 17.244205474853516 49.596218109130859, 17.244403839111328 49.59625244140625, 17.244405746459961 49.59625244140625, 17.244426727294922 49.596199035644531, 17.244361877441406 49.596187591552734, 17.244424819946289 49.596019744873047, 17.244518280029297 49.596042633056641, 17.244482040405273 49.596103668212891, 17.244535446166992 49.596118927001953, 17.244527816772461 49.59613037109375, 17.244661331176758 49.596160888671875, 17.244661331176758 49.596157073974609, 17.244773864746094 49.596176147460938, 17.244752883911133 49.596237182617188, 17.244735717773438 49.596244812011719, 17.244716644287109 49.5963020324707, 17.244722366333008 49.5963020324707, 17.244928359985352 49.596336364746094, 17.244987487792969 49.596183776855469, 17.244991302490234 49.596183776855469, 17.245016098022461 49.596122741699219, 17.245010375976562 49.596115112304688, 17.244916915893555 49.596103668212891, 17.244915008544922 49.596103668212891, 17.244712829589844 49.596073150634766, 17.244729995727539 49.596042633056641, 17.244710922241211 49.596035003662109, 17.244710922241211 49.596035003662109, 17.244735717773438 49.595989227294922, 17.244653701782227 49.595970153808594, 17.244655609130859 49.595966339111328, 17.244422912597656 49.595912933349609, 17.244421005249023 49.595916748046875, 17.244333267211914 49.595897674560547, 17.244319915771484 49.595901489257812, 17.244297027587891 49.595962524414062, 17.244302749633789 49.595962524414062, 17.244230270385742 49.596153259277344, 17.244226455688477 49.596153259277344, 17.244203567504883 49.596214294433594)"
53039549,university,"POINT (17.248627351788592 49.602562826525705)","LINEARRING (17.248628616333008 49.602725982666016, 17.248615264892578 49.602718353271484, 17.248640060424805 49.602691650390625, 17.248655319213867 49.602695465087891, 17.248857498168945 49.602466583251953, 17.248834609985352 49.602455139160156, 17.248872756958008 49.602413177490234, 17.248861312866211 49.6024055480957, 17.248685836791992 49.602340698242188, 17.248617172241211 49.602413177490234, 17.248632431030273 49.602420806884766, 17.24860954284668 49.602447509765625, 17.248592376708984 49.602443695068359, 17.248361587524414 49.602703094482422, 17.248577117919922 49.602783203125, 17.248628616333008 49.602725982666016)"
53151450,parking,"POINT (17.226075461279727 49.574263704822208)","LINEARRING (17.225278854370117 49.574607849121094, 17.225736618041992 49.574844360351562, 17.225793838500977 49.574798583984375, 17.225685119628906 49.574741363525391, 17.22589111328125 49.574577331542969, 17.225978851318359 49.574508666992188, 17.226030349731445 49.574466705322266, 17.226118087768555 49.574398040771484, 17.226167678833008 49.574359893798828, 17.226259231567383 49.574287414550781, 17.226310729980469 49.574245452880859, 17.226356506347656 49.574211120605469, 17.226381301879883 49.574192047119141, 17.226421356201172 49.574161529541016, 17.22645378112793 49.574104309082031, 17.226541519165039 49.57403564453125, 17.226587295532227 49.573997497558594, 17.226676940917969 49.573925018310547, 17.226730346679688 49.573879241943359, 17.226848602294922 49.573932647705078, 17.226886749267578 49.573898315429688, 17.226541519165039 49.573715209960938, 17.226228713989258 49.5739631652832, 17.226297378540039 49.574008941650391, 17.226167678833008 49.5741081237793, 17.226057052612305 49.574050903320312, 17.226015090942383 49.574089050292969, 17.225967407226562 49.574127197265625, 17.225879669189453 49.574199676513672, 17.2258243560791 49.574241638183594, 17.225738525390625 49.574310302734375, 17.225685119628906 49.5743522644043, 17.22559928894043 49.574417114257812, 17.225542068481445 49.574462890625, 17.225456237792969 49.574527740478516, 17.225339889526367 49.574565887451172, 17.225324630737305 49.574577331542969, 17.225278854370117 49.574607849121094)"
53151451,parking,"POINT (17.22377454758076 49.573183832919064)","LINEARRING (17.223966598510742 49.57330322265625, 17.22430419921875 49.573036193847656, 17.223886489868164 49.572799682617188, 17.223489761352539 49.5731201171875, 17.223554611206055 49.573150634765625, 17.223276138305664 49.5733757019043, 17.223634719848633 49.573566436767578, 17.223966598510742 49.57330322265625)"
53151452,parking,"POINT (17.225410873036733 49.573195967913037)","LINEARRING (17.225252151489258 49.572471618652344, 17.225358963012695 49.572540283203125, 17.225051879882812 49.572776794433594, 17.225009918212891 49.572818756103516, 17.224994659423828 49.572834014892578, 17.224992752075195 49.572860717773438, 17.225008010864258 49.572891235351562, 17.225563049316406 49.573200225830078, 17.225366592407227 49.5733642578125, 17.225400924682617 49.573379516601562, 17.225603103637695 49.573211669921875, 17.225706100463867 49.573261260986328, 17.22576904296875 49.573223114013672, 17.226184844970703 49.573436737060547, 17.226125717163086 49.573471069335938, 17.226179122924805 49.573501586914062, 17.226154327392578 49.573520660400391, 17.226211547851562 49.573554992675781, 17.226255416870117 49.5735969543457, 17.226272583007812 49.5736083984375, 17.226325988769531 49.573635101318359, 17.226091384887695 49.573810577392578, 17.226034164428711 49.573783874511719, 17.225986480712891 49.573822021484375, 17.225679397583008 49.573650360107422, 17.224653244018555 49.573116302490234, 17.224689483642578 49.573085784912109, 17.224609375 49.573036193847656, 17.224777221679688 49.572910308837891, 17.224824905395508 49.572944641113281, 17.224845886230469 49.572929382324219, 17.224855422973633 49.572910308837891, 17.224849700927734 49.572895050048828, 17.224843978881836 49.572883605957031, 17.224954605102539 49.572792053222656, 17.224899291992188 49.572761535644531, 17.225252151489258 49.572471618652344)"
53151454,parking,"POINT (17.222662057238765 49.573659129557008)","LINEARRING (17.222978591918945 49.573654174804688, 17.221977233886719 49.5731315612793, 17.221572875976562 49.573459625244141, 17.2225399017334 49.573970794677734, 17.222824096679688 49.573757171630859, 17.222915649414062 49.573688507080078, 17.222932815551758 49.573696136474609, 17.22294807434082 49.573703765869141, 17.222955703735352 49.573711395263672, 17.222959518432617 49.5737190246582, 17.222957611083984 49.573722839355469, 17.223020553588867 49.573680877685547, 17.223756790161133 49.574073791503906, 17.223716735839844 49.574016571044922, 17.22352409362793 49.573909759521484, 17.223091125488281 49.57366943359375, 17.223056793212891 49.573692321777344, 17.222978591918945 49.573654174804688)"
53154693,food_court,"POINT (17.228535069473427 49.574882843921579)","LINEARRING (17.228298187255859 49.574928283691406, 17.228553771972656 49.574699401855469, 17.228771209716797 49.574806213378906, 17.228515625 49.575080871582031, 17.228422164916992 49.575016021728516, 17.228298187255859 49.574928283691406)"
53224907,toilets,"POINT (17.24274730682373 49.594938278198242)","LINEARRING (17.2427921295166 49.594921112060547, 17.242757797241211 49.594905853271484, 17.242702484130859 49.594955444335938, 17.24273681640625 49.594970703125, 17.2427921295166 49.594921112060547)"
53227219,school,"POINT (17.268702813757642 49.592385626937251)","LINEARRING (17.2685604095459 49.592105865478516, 17.268415451049805 49.592010498046875, 17.268161773681641 49.5921745300293, 17.268306732177734 49.592269897460938, 17.268310546875 49.592269897460938, 17.268512725830078 49.5923957824707, 17.268508911132812 49.5923957824707, 17.268543243408203 49.5924186706543, 17.26854133605957 49.5924186706543, 17.268655776977539 49.592491149902344, 17.268657684326172 49.592491149902344, 17.268688201904297 49.592510223388672, 17.268692016601562 49.592510223388672, 17.268890380859375 49.592636108398438, 17.268888473510742 49.5926399230957, 17.269035339355469 49.592731475830078, 17.269287109375 49.592567443847656, 17.269140243530273 49.592472076416016, 17.268997192382812 49.592567443847656, 17.268775939941406 49.592426300048828, 17.268836975097656 49.592388153076172, 17.268699645996094 49.592300415039062, 17.268638610839844 49.592338562011719, 17.268417358398438 49.592197418212891, 17.2685604095459 49.592105865478516)"
53227232,parking,"POINT (17.270342652734421 49.593606043231055)","LINEARRING (17.2702579498291 49.59368896484375, 17.270195007324219 49.593578338623047, 17.270429611206055 49.593524932861328, 17.270452499389648 49.593563079833984, 17.270490646362305 49.593631744384766, 17.2702579498291 49.59368896484375)"
53227284,kindergarten,"POINT (17.272754843043934 49.592596688706)","LINEARRING (17.272825241088867 49.592746734619141, 17.272815704345703 49.592445373535156, 17.272684097290039 49.592445373535156, 17.272695541381836 49.592750549316406, 17.272825241088867 49.592746734619141)"
53227357,kindergarten,"POINT (17.274285995071885 49.594896607453322)","LINEARRING (17.274377822875977 49.594928741455078, 17.274362564086914 49.59490966796875, 17.274383544921875 49.594898223876953, 17.274375915527344 49.594890594482422, 17.274381637573242 49.594882965087891, 17.274360656738281 49.594856262207031, 17.274335861206055 49.594867706298828, 17.274307250976562 49.594833374023438, 17.274255752563477 49.5948371887207, 17.274251937866211 49.5948486328125, 17.274232864379883 49.594856262207031, 17.274198532104492 49.594852447509766, 17.274177551269531 49.594875335693359, 17.27424430847168 49.594970703125, 17.274377822875977 49.594928741455078)"
53227369,kindergarten,"POINT (17.273888760065933 49.595636952186169)","LINEARRING (17.274198532104492 49.595687866210938, 17.274196624755859 49.595680236816406, 17.274185180664062 49.595600128173828, 17.273979187011719 49.595611572265625, 17.273971557617188 49.595565795898438, 17.273902893066406 49.595565795898438, 17.273899078369141 49.595573425292969, 17.273645401000977 49.595584869384766, 17.273649215698242 49.595600128173828, 17.273582458496094 49.595603942871094, 17.273590087890625 49.595687866210938, 17.273590087890625 49.5956916809082, 17.273946762084961 49.595672607421875, 17.273967742919922 49.595695495605469, 17.274198532104492 49.595687866210938)"
53236855,parking,"POINT (17.27319948811067 49.588122432515142)","LINEARRING (17.273048400878906 49.588630676269531, 17.273054122924805 49.588516235351562, 17.272989273071289 49.588516235351562, 17.272985458374023 49.588508605957031, 17.272987365722656 49.588497161865234, 17.273586273193359 49.5885009765625, 17.273595809936523 49.588142395019531, 17.273597717285156 49.5881233215332, 17.273765563964844 49.5881233215332, 17.273767471313477 49.588077545166016, 17.273836135864258 49.588077545166016, 17.273839950561523 49.587894439697266, 17.27385139465332 49.587604522705078, 17.273782730102539 49.587604522705078, 17.273786544799805 49.587551116943359, 17.273777008056641 49.587543487548828, 17.273263931274414 49.587539672851562, 17.273263931274414 49.587600708007812, 17.273260116577148 49.587612152099609, 17.273197174072266 49.58758544921875, 17.272838592529297 49.587970733642578, 17.272890090942383 49.587989807128906, 17.272893905639648 49.587997436523438, 17.272867202758789 49.588008880615234, 17.272645950317383 49.588008880615234, 17.272645950317383 49.588039398193359, 17.272647857666016 49.588111877441406, 17.27265739440918 49.5881462097168, 17.272653579711914 49.588344573974609, 17.272581100463867 49.588344573974609, 17.272586822509766 49.588493347167969, 17.272680282592773 49.588497161865234, 17.272682189941406 49.588508605957031, 17.272680282592773 49.5885124206543, 17.272611618041992 49.588508605957031, 17.272607803344727 49.588623046875, 17.273048400878906 49.588630676269531)"
53236864,parking,"POINT (17.272093432662938 49.5877437740969)","LINEARRING (17.272489547729492 49.587814331054688, 17.271814346313477 49.587566375732422, 17.271697998046875 49.587680816650391, 17.27238655090332 49.587917327880859, 17.272489547729492 49.587814331054688)"
53236884,college,"POINT (17.271344937835664 49.589037015766159)","LINEARRING (17.271141052246094 49.589057922363281, 17.271141052246094 49.589069366455078, 17.271238327026367 49.589069366455078, 17.271230697631836 49.589275360107422, 17.271442413330078 49.589279174804688, 17.271450042724609 49.589073181152344, 17.271549224853516 49.589073181152344, 17.271549224853516 49.589065551757812, 17.271928787231445 49.589073181152344, 17.271932601928711 49.588943481445312, 17.271499633789062 49.588935852050781, 17.271499633789062 49.58892822265625, 17.271198272705078 49.588924407958984, 17.271198272705078 49.588932037353516, 17.27076530456543 49.588924407958984, 17.270759582519531 49.589054107666016, 17.270807266235352 49.589054107666016, 17.271141052246094 49.589057922363281)"
53236922,school,"POINT (17.27275682589628 49.589955687636404)","LINEARRING (17.273096084594727 49.5899543762207, 17.27314567565918 49.589748382568359, 17.27299690246582 49.5897331237793, 17.273004531860352 49.589706420898438, 17.272678375244141 49.589672088623047, 17.272659301757812 49.589748382568359, 17.272975921630859 49.58978271484375, 17.272947311401367 49.589900970458984, 17.272842407226562 49.589889526367188, 17.272825241088867 49.5899543762207, 17.272809982299805 49.5899543762207, 17.272796630859375 49.589996337890625, 17.27281379699707 49.589996337890625, 17.272800445556641 49.590049743652344, 17.272636413574219 49.590034484863281, 17.272640228271484 49.590019226074219, 17.272634506225586 49.590019226074219, 17.272634506225586 49.590019226074219, 17.272563934326172 49.590011596679688, 17.272563934326172 49.590011596679688, 17.272558212280273 49.590011596679688, 17.272554397583008 49.59002685546875, 17.272405624389648 49.590011596679688, 17.272464752197266 49.589756011962891, 17.272573471069336 49.589767456054688, 17.272600173950195 49.58966064453125, 17.272279739379883 49.589630126953125, 17.272256851196289 49.5897331237793, 17.272249221801758 49.5897331237793, 17.272241592407227 49.589767456054688, 17.272251129150391 49.589767456054688, 17.272249221801758 49.589771270751953, 17.272268295288086 49.589775085449219, 17.272218704223633 49.589984893798828, 17.272193908691406 49.589981079101562, 17.272192001342773 49.589984893798828, 17.272184371948242 49.589984893798828, 17.272172927856445 49.59002685546875, 17.272180557250977 49.590030670166016, 17.272153854370117 49.590141296386719, 17.272392272949219 49.590167999267578, 17.272396087646484 49.590156555175781, 17.272518157958984 49.590171813964844, 17.27250862121582 49.5902099609375, 17.272489547729492 49.5902099609375, 17.272487640380859 49.590213775634766, 17.272506713867188 49.590213775634766, 17.272502899169922 49.590229034423828, 17.272539138793945 49.590232849121094, 17.272537231445312 49.590244293212891, 17.272544860839844 49.590244293212891, 17.272546768188477 49.590232849121094, 17.273067474365234 49.590290069580078, 17.273113250732422 49.590103149414062, 17.27293586730957 49.590087890625, 17.272937774658203 49.5900764465332, 17.272987365722656 49.590080261230469, 17.27299690246582 49.590045928955078, 17.273296356201172 49.590080261230469, 17.273294448852539 49.590091705322266, 17.273386001586914 49.5900993347168, 17.273418426513672 49.589973449707031, 17.273324966430664 49.589962005615234, 17.273323059082031 49.5899772644043, 17.273096084594727 49.5899543762207)"
53236928,school,"POINT (17.273864293312059 49.590057620553949)","LINEARRING (17.273981094360352 49.589996337890625, 17.273893356323242 49.589988708496094, 17.273855209350586 49.590122222900391, 17.273941040039062 49.590133666992188, 17.273918151855469 49.5902099609375, 17.273725509643555 49.590187072753906, 17.273733139038086 49.590164184570312, 17.273582458496094 49.590145111083984, 17.273523330688477 49.590362548828125, 17.273704528808594 49.590381622314453, 17.273723602294922 49.590293884277344, 17.274066925048828 49.590328216552734, 17.274114608764648 49.590152740478516, 17.274129867553711 49.590156555175781, 17.274166107177734 49.590015411376953, 17.274152755737305 49.590015411376953, 17.274198532104492 49.589839935302734, 17.273958206176758 49.589813232421875, 17.273969650268555 49.589767456054688, 17.273647308349609 49.5897331237793, 17.273612976074219 49.589874267578125, 17.273927688598633 49.589908599853516, 17.273927688598633 49.589908599853516, 17.27400016784668 49.589916229248047, 17.273992538452148 49.589946746826172, 17.273962020874023 49.589942932128906, 17.273958206176758 49.589962005615234, 17.273988723754883 49.5899658203125, 17.273981094360352 49.589996337890625)"
53246379,place_of_worship,"POINT (17.295468370876232 49.573221019165118)","LINEARRING (17.295528411865234 49.573394775390625, 17.295543670654297 49.573394775390625, 17.29554557800293 49.573387145996094, 17.2955322265625 49.573387145996094, 17.295541763305664 49.573345184326172, 17.295558929443359 49.573345184326172, 17.295560836791992 49.573337554931641, 17.29554557800293 49.573333740234375, 17.295555114746094 49.573291778564453, 17.295572280883789 49.573295593261719, 17.295574188232422 49.573284149169922, 17.295558929443359 49.573284149169922, 17.295568466186523 49.5732421875, 17.295585632324219 49.573246002197266, 17.295587539672852 49.573234558105469, 17.295572280883789 49.573234558105469, 17.295581817626953 49.573192596435547, 17.295631408691406 49.573196411132812, 17.295646667480469 49.573135375976562, 17.295637130737305 49.573135375976562, 17.295656204223633 49.573055267333984, 17.295589447021484 49.573047637939453, 17.29559326171875 49.573036193847656, 17.295473098754883 49.573024749755859, 17.29547119140625 49.573032379150391, 17.295398712158203 49.573024749755859, 17.295379638671875 49.573104858398438, 17.295366287231445 49.573101043701172, 17.295351028442383 49.573165893554688, 17.295383453369141 49.573169708251953, 17.295373916625977 49.573207855224609, 17.295358657836914 49.573207855224609, 17.295356750488281 49.573215484619141, 17.295373916625977 49.573219299316406, 17.295364379882812 49.573261260986328, 17.29534912109375 49.573257446289062, 17.295347213745117 49.573268890380859, 17.295364379882812 49.573268890380859, 17.295354843139648 49.573310852050781, 17.295286178588867 49.57330322265625, 17.295270919799805 49.5733642578125, 17.295341491699219 49.573371887207031, 17.295337677001953 49.573383331298828, 17.2955265045166 49.573402404785156, 17.295528411865234 49.573394775390625)"
55255245,social_facility,"POINT (17.253887983133563 49.578031489800189)","LINEARRING (17.253530502319336 49.578189849853516, 17.254129409790039 49.578231811523438, 17.2541561126709 49.578067779541016, 17.253990173339844 49.578056335449219, 17.253995895385742 49.5780143737793, 17.254077911376953 49.578018188476562, 17.254110336303711 49.577789306640625, 17.253995895385742 49.577781677246094, 17.253999710083008 49.5777587890625, 17.253894805908203 49.577754974365234, 17.253890991210938 49.577774047851562, 17.253839492797852 49.577774047851562, 17.253820419311523 49.577926635742188, 17.253807067871094 49.5780029296875, 17.25389289855957 49.578006744384766, 17.253885269165039 49.578048706054688, 17.253555297851562 49.578029632568359, 17.253530502319336 49.578189849853516)"
55334621,kindergarten,"POINT (17.250742236952668 49.5790554761729)","LINEARRING (17.250469207763672 49.578887939453125, 17.250415802001953 49.579269409179688, 17.250513076782227 49.579273223876953, 17.250511169433594 49.579288482666016, 17.250589370727539 49.579296112060547, 17.2506046295166 49.579196929931641, 17.250581741333008 49.579196929931641, 17.250602722167969 49.579051971435547, 17.250667572021484 49.579055786132812, 17.250663757324219 49.579082489013672, 17.250802993774414 49.5790901184082, 17.25080680847168 49.579067230224609, 17.250873565673828 49.579071044921875, 17.250843048095703 49.579292297363281, 17.250942230224609 49.579299926757812, 17.250940322875977 49.579315185546875, 17.251020431518555 49.579319000244141, 17.251033782958984 49.5792236328125, 17.251008987426758 49.5792236328125, 17.251035690307617 49.579032897949219, 17.251012802124023 49.579032897949219, 17.251028060913086 49.57891845703125, 17.251052856445312 49.578922271728516, 17.251062393188477 49.578842163085938, 17.251022338867188 49.578842163085938, 17.25102424621582 49.578826904296875, 17.250921249389648 49.578823089599609, 17.250919342041016 49.578834533691406, 17.250883102416992 49.578834533691406, 17.250856399536133 49.579025268554688, 17.250879287719727 49.579025268554688, 17.250875473022461 49.579044342041016, 17.250810623168945 49.57904052734375, 17.250810623168945 49.57904052734375, 17.25067138671875 49.579032897949219, 17.25067138671875 49.579032897949219, 17.2506046295166 49.579029083251953, 17.250637054443359 49.578800201416016, 17.25056266784668 49.57879638671875, 17.250560760498047 49.578815460205078, 17.250457763671875 49.578807830810547, 17.250444412231445 49.578887939453125, 17.250469207763672 49.578887939453125)"
55334624,school,"POINT (17.250279738640209 49.579987188243805)","LINEARRING (17.250776290893555 49.580242156982422, 17.250818252563477 49.580238342285156, 17.250995635986328 49.580230712890625, 17.250995635986328 49.580230712890625, 17.250961303710938 49.579917907714844, 17.250621795654297 49.579933166503906, 17.250570297241211 49.579490661621094, 17.250301361083984 49.579502105712891, 17.250350952148438 49.579948425292969, 17.249860763549805 49.579971313476562, 17.249856948852539 49.579936981201172, 17.24969482421875 49.5799446105957, 17.249713897705078 49.580085754394531, 17.249444961547852 49.580101013183594, 17.249465942382812 49.580276489257812, 17.249948501586914 49.580253601074219, 17.249929428100586 49.580078125, 17.250802993774414 49.580036163330078, 17.250814437866211 49.58013916015625, 17.250766754150391 49.580142974853516, 17.250776290893555 49.580242156982422)"
55752737,kindergarten,"POINT (17.25207356666898 49.582885408497305)","LINEARRING (17.252410888671875 49.583030700683594, 17.252431869506836 49.582904815673828, 17.252195358276367 49.582889556884766, 17.252208709716797 49.582801818847656, 17.251705169677734 49.582763671875, 17.251686096191406 49.5828857421875, 17.252187728881836 49.582923889160156, 17.252172470092773 49.583011627197266, 17.252410888671875 49.583030700683594)"
56686072,place_of_worship,"POINT (17.219339645353632 49.597416977106469)","LINEARRING (17.219181060791016 49.597362518310547, 17.21923828125 49.597412109375, 17.219221115112305 49.597419738769531, 17.219308853149414 49.597492218017578, 17.219326019287109 49.597480773925781, 17.219385147094727 49.597530364990234, 17.219411849975586 49.597515106201172, 17.219419479370117 49.5975227355957, 17.219474792480469 49.597492218017578, 17.219467163085938 49.597488403320312, 17.219493865966797 49.59747314453125, 17.21943473815918 49.5974235534668, 17.219453811645508 49.597415924072266, 17.219432830810547 49.597396850585938, 17.219440460205078 49.597393035888672, 17.219398498535156 49.597358703613281, 17.219388961791992 49.597362518310547, 17.219367980957031 49.597343444824219, 17.219348907470703 49.597354888916016, 17.219289779663086 49.597305297851562, 17.219259262084961 49.597320556640625, 17.21925163269043 49.597316741943359, 17.219202041625977 49.597339630126953, 17.219211578369141 49.597347259521484, 17.219181060791016 49.597362518310547)"
56686514,place_of_worship,"POINT (17.261345043814806 49.568780077729755)","LINEARRING (17.261516571044922 49.568855285644531, 17.26152229309082 49.568855285644531, 17.261528015136719 49.568851470947266, 17.261531829833984 49.568851470947266, 17.261537551879883 49.56884765625, 17.261541366577148 49.568843841552734, 17.261545181274414 49.568840026855469, 17.261564254760742 49.568782806396484, 17.261564254760742 49.568778991699219, 17.261560440063477 49.568778991699219, 17.261558532714844 49.568775177001953, 17.261554718017578 49.568771362304688, 17.261550903320312 49.568767547607422, 17.261545181274414 49.568767547607422, 17.261539459228516 49.568767547607422, 17.261533737182617 49.568763732910156, 17.261528015136719 49.568763732910156, 17.261533737182617 49.568752288818359, 17.261184692382812 49.568691253662109, 17.26118278503418 49.568691253662109, 17.261180877685547 49.568691253662109, 17.261178970336914 49.568695068359375, 17.261167526245117 49.568721771240234, 17.26115608215332 49.568721771240234, 17.261135101318359 49.568771362304688, 17.261148452758789 49.568775177001953, 17.261137008666992 49.568809509277344, 17.261138916015625 49.568809509277344, 17.261142730712891 49.568809509277344, 17.261415481567383 49.568855285644531, 17.261417388916016 49.568851470947266, 17.261419296264648 49.56884765625, 17.261423110961914 49.56884765625, 17.261428833007812 49.568843841552734, 17.261432647705078 49.568843841552734, 17.261438369750977 49.568843841552734, 17.261442184448242 49.568843841552734, 17.261516571044922 49.568855285644531)"
56686602,crematorium,"POINT (17.217295034863277 49.596526223025073)","LINEARRING (17.217206954956055 49.5963249206543, 17.217161178588867 49.596321105957031, 17.2171630859375 49.596309661865234, 17.21710205078125 49.5963020324707, 17.217100143432617 49.5963134765625, 17.21705436706543 49.5963134765625, 17.217031478881836 49.596431732177734, 17.216981887817383 49.596427917480469, 17.21696662902832 49.596515655517578, 17.216936111450195 49.596675872802734, 17.217004776000977 49.596683502197266, 17.217010498046875 49.596660614013672, 17.217132568359375 49.596672058105469, 17.21714973449707 49.596576690673828, 17.217727661132812 49.596622467041016, 17.217735290527344 49.596588134765625, 17.217754364013672 49.596591949462891, 17.217758178710938 49.596565246582031, 17.217741012573242 49.596565246582031, 17.217748641967773 49.596523284912109, 17.217229843139648 49.596481323242188, 17.217235565185547 49.5964469909668, 17.217185974121094 49.596443176269531, 17.217206954956055 49.5963249206543)"
56686855,restaurant,"POINT (17.222104599977108 49.593664716983319)","LINEARRING (17.221948623657227 49.593650817871094, 17.222055435180664 49.593753814697266, 17.222061157226562 49.593753814697266, 17.222061157226562 49.593757629394531, 17.222253799438477 49.593673706054688, 17.222230911254883 49.593650817871094, 17.222240447998047 49.593647003173828, 17.2221736907959 49.593582153320312, 17.222156524658203 49.593578338623047, 17.2220401763916 49.593631744384766, 17.222024917602539 49.593620300292969, 17.221950531005859 49.593650817871094, 17.221948623657227 49.593650817871094)"
56686952,place_of_worship,"POINT (17.220719963021235 49.59615331709341)","LINEARRING (17.220630645751953 49.596160888671875, 17.220632553100586 49.596164703369141, 17.220640182495117 49.596164703369141, 17.220636367797852 49.596183776855469, 17.220796585083008 49.596195220947266, 17.220809936523438 49.596126556396484, 17.220748901367188 49.596122741699219, 17.220748901367188 49.596115112304688, 17.220712661743164 49.596111297607422, 17.220710754394531 49.596118927001953, 17.220651626586914 49.596115112304688, 17.220647811889648 49.59613037109375, 17.220638275146484 49.59613037109375, 17.220636367797852 49.596134185791016, 17.220630645751953 49.596160888671875)"
57858060,marketplace,"POINT (17.25502412088996 49.589502158117305)","LINEARRING (17.255128860473633 49.589790344238281, 17.254657745361328 49.589324951171875, 17.254920959472656 49.589214324951172, 17.255390167236328 49.589679718017578, 17.255128860473633 49.589790344238281)"
58114953,townhall,"POINT (17.359096666714148 49.593514781815756)","LINEARRING (17.35893440246582 49.593643188476562, 17.359046936035156 49.593658447265625, 17.359077453613281 49.593570709228516, 17.359209060668945 49.593582153320312, 17.359216690063477 49.593551635742188, 17.35923957824707 49.593452453613281, 17.359268188476562 49.593402862548828, 17.359119415283203 49.593387603759766, 17.359115600585938 49.593406677246094, 17.359121322631836 49.593441009521484, 17.359006881713867 49.593425750732422, 17.35893440246582 49.593643188476562)"
58115067,place_of_worship,"POINT (17.362212959851288 49.592460651360405)","LINEARRING (17.362070083618164 49.592548370361328, 17.362199783325195 49.59259033203125, 17.362220764160156 49.592559814453125, 17.362226486206055 49.592559814453125, 17.362319946289062 49.592433929443359, 17.362346649169922 49.592441558837891, 17.36236572265625 49.592391967773438, 17.362300872802734 49.592372894287109, 17.362192153930664 49.592338562011719, 17.362148284912109 49.5923957824707, 17.36216926574707 49.592403411865234, 17.362087249755859 49.5925178527832, 17.362092971801758 49.592521667480469, 17.362070083618164 49.592548370361328)"
58115516,place_of_worship,"POINT (17.365601362250427 49.594520004277122)","LINEARRING (17.365398406982422 49.594509124755859, 17.365591049194336 49.594581604003906, 17.365543365478516 49.594635009765625, 17.365665435791016 49.594673156738281, 17.365684509277344 49.594669342041016, 17.3657169342041 49.594623565673828, 17.365720748901367 49.594623565673828, 17.365726470947266 49.594608306884766, 17.365758895874023 49.594600677490234, 17.365774154663086 49.594612121582031, 17.365781784057617 49.594608306884766, 17.365768432617188 49.594596862792969, 17.36578369140625 49.594577789306641, 17.365804672241211 49.594581604003906, 17.365806579589844 49.594573974609375, 17.365785598754883 49.594570159912109, 17.365781784057617 49.594547271728516, 17.36579704284668 49.59454345703125, 17.3658390045166 49.594497680664062, 17.365715026855469 49.594448089599609, 17.365697860717773 49.5944709777832, 17.365617752075195 49.594436645507812, 17.365623474121094 49.594432830810547, 17.365573883056641 49.594409942626953, 17.36555290222168 49.594432830810547, 17.365463256835938 49.594398498535156, 17.365446090698242 49.594417572021484, 17.365400314331055 49.594398498535156, 17.365345001220703 49.594455718994141, 17.36541748046875 49.594486236572266, 17.365398406982422 49.594509124755859)"
58116157,kindergarten,"POINT (17.294713561063173 49.572353176680359)","LINEARRING (17.294775009155273 49.572128295898438, 17.294723510742188 49.572280883789062, 17.294595718383789 49.572261810302734, 17.294488906860352 49.572582244873047, 17.294670104980469 49.572608947753906, 17.294776916503906 49.572292327880859, 17.294906616210938 49.572307586669922, 17.294958114624023 49.5721549987793, 17.294775009155273 49.572128295898438)"
58118054,kindergarten,"POINT (17.23123391056329 49.637881084783814)","LINEARRING (17.2314453125 49.637886047363281, 17.231067657470703 49.637794494628906, 17.231023788452148 49.63787841796875, 17.231401443481445 49.637966156005859, 17.2314453125 49.637886047363281)"
