Id, Amenity, Centroid, Geometry
23344520,fountain,"POINT (17.252185042894851 49.593956961826017)","LINEARRING (17.252193450927734 49.593921661376953, 17.252208709716797 49.593925476074219, 17.252212524414062 49.593925476074219, 17.252218246459961 49.593929290771484, 17.252231597900391 49.593929290771484, 17.252227783203125 49.593936920166016, 17.252235412597656 49.593948364257812, 17.252237319946289 49.593959808349609, 17.252235412597656 49.593967437744141, 17.252243041992188 49.593971252441406, 17.252229690551758 49.593971252441406, 17.252223968505859 49.593978881835938, 17.252216339111328 49.5939826965332, 17.252208709716797 49.593986511230469, 17.252199172973633 49.593986511230469, 17.2521915435791 49.593997955322266, 17.252182006835938 49.593990325927734, 17.252170562744141 49.593990325927734, 17.252164840698242 49.593986511230469, 17.252157211303711 49.5939826965332, 17.25214958190918 49.5939826965332, 17.25213623046875 49.5939826965332, 17.252140045166016 49.593971252441406, 17.25213623046875 49.593967437744141, 17.252132415771484 49.593959808349609, 17.252132415771484 49.593955993652344, 17.252130508422852 49.593948364257812, 17.252124786376953 49.593944549560547, 17.25213623046875 49.593940734863281, 17.252141952514648 49.593936920166016, 17.252151489257812 49.593929290771484, 17.252162933349609 49.593925476074219, 17.252168655395508 49.593921661376953, 17.252172470092773 49.593917846679688, 17.252182006835938 49.593921661376953, 17.252193450927734 49.593921661376953)"
23697197,parking,"POINT (17.277225223782551 49.589690132919571)","LINEARRING (17.27720832824707 49.589900970458984, 17.277080535888672 49.589889526367188, 17.277135848999023 49.589664459228516, 17.27705192565918 49.589656829833984, 17.277078628540039 49.589496612548828, 17.277429580688477 49.589530944824219, 17.277324676513672 49.589908599853516, 17.27720832824707 49.589900970458984)"
23714652,parking,"POINT (17.241298459279975 49.602384019406976)","LINEARRING (17.242074966430664 49.602226257324219, 17.242027282714844 49.6021728515625, 17.242029190063477 49.602195739746094, 17.242025375366211 49.602203369140625, 17.242021560668945 49.602207183837891, 17.242015838623047 49.602214813232422, 17.242010116577148 49.602218627929688, 17.242002487182617 49.602226257324219, 17.241992950439453 49.602230072021484, 17.241983413696289 49.60223388671875, 17.241973876953125 49.602237701416016, 17.241954803466797 49.602237701416016, 17.241943359375 49.60223388671875, 17.241935729980469 49.60223388671875, 17.241920471191406 49.602230072021484, 17.241907119750977 49.602226257324219, 17.241897583007812 49.602218627929688, 17.241830825805664 49.602134704589844, 17.241397857666016 49.602210998535156, 17.24055290222168 49.6024055480957, 17.240495681762695 49.602642059326172, 17.240573883056641 49.602684020996094, 17.240625381469727 49.6026725769043, 17.240690231323242 49.6026611328125, 17.240697860717773 49.6026496887207, 17.241388320922852 49.602485656738281, 17.241552352905273 49.602455139160156, 17.241664886474609 49.6024284362793, 17.241970062255859 49.60235595703125, 17.241987228393555 49.602287292480469, 17.2420654296875 49.602272033691406, 17.242074966430664 49.602268218994141, 17.242090225219727 49.602272033691406, 17.242101669311523 49.602272033691406, 17.242120742797852 49.602275848388672, 17.242074966430664 49.602226257324219)"
24270223,parking,"POINT (17.263747998339181 49.586836078233027)","LINEARRING (17.263916015625 49.586647033691406, 17.263948440551758 49.586654663085938, 17.263862609863281 49.586788177490234, 17.263742446899414 49.587001800537109, 17.263698577880859 49.586990356445312, 17.263576507568359 49.586967468261719, 17.263601303100586 49.586967468261719, 17.263626098632812 49.586963653564453, 17.263641357421875 49.586963653564453, 17.263669967651367 49.586948394775391, 17.263607025146484 49.586936950683594, 17.263628005981445 49.586894989013672, 17.263692855834961 49.586910247802734, 17.263717651367188 49.586864471435547, 17.263656616210938 49.586849212646484, 17.263700485229492 49.586765289306641, 17.263742446899414 49.586715698242188, 17.263835906982422 49.586627960205078, 17.263887405395508 49.586639404296875, 17.263916015625 49.586647033691406)"
24680794,parking,"POINT (17.198657682845731 49.641139114227066)","LINEARRING (17.198802947998047 49.641136169433594, 17.198841094970703 49.641139984130859, 17.198898315429688 49.641178131103516, 17.1988468170166 49.641208648681641, 17.198774337768555 49.641262054443359, 17.19873046875 49.641288757324219, 17.198413848876953 49.641086578369141, 17.198558807373047 49.640995025634766, 17.198711395263672 49.641086578369141, 17.198663711547852 49.64111328125, 17.198694229125977 49.641128540039062, 17.198734283447266 49.641132354736328, 17.198764801025391 49.641117095947266, 17.198802947998047 49.641136169433594)"
24964788,parking,"POINT (17.248686267788866 49.574574299100469)","LINEARRING (17.248331069946289 49.574806213378906, 17.248300552368164 49.574382781982422, 17.24867057800293 49.574371337890625, 17.249065399169922 49.574359893798828, 17.249078750610352 49.574737548828125, 17.248685836791992 49.574745178222656, 17.248689651489258 49.574794769287109, 17.248331069946289 49.574806213378906)"
27089312,university,"POINT (17.26335316569682 49.59231070818803)","LINEARRING (17.262577056884766 49.591606140136719, 17.263250350952148 49.592361450195312, 17.263462066650391 49.592597961425781, 17.263908386230469 49.593097686767578, 17.264129638671875 49.593017578125, 17.263683319091797 49.592514038085938, 17.263469696044922 49.592277526855469, 17.262798309326172 49.591522216796875, 17.262577056884766 49.591606140136719)"
27090033,courthouse,"POINT (17.264593986498497 49.59372746638229)","LINEARRING (17.264484405517578 49.593833923339844, 17.264501571655273 49.593826293945312, 17.264577865600586 49.593914031982422, 17.264568328857422 49.593917846679688, 17.264636993408203 49.593994140625, 17.264841079711914 49.593917846679688, 17.264865875244141 49.593917846679688, 17.264888763427734 49.593910217285156, 17.264907836914062 49.593898773193359, 17.264917373657227 49.593891143798828, 17.264919281005859 49.593887329101562, 17.264928817749023 49.5938835144043, 17.264923095703125 49.593879699707031, 17.264917373657227 49.5938606262207, 17.264904022216797 49.593845367431641, 17.264884948730469 49.593826293945312, 17.264865875244141 49.593814849853516, 17.26478385925293 49.593719482421875, 17.264778137207031 49.593700408935547, 17.264759063720703 49.593666076660156, 17.264726638793945 49.5936393737793, 17.264698028564453 49.593624114990234, 17.264644622802734 49.593563079833984, 17.264617919921875 49.593528747558594, 17.264610290527344 49.593513488769531, 17.264598846435547 49.5934944152832, 17.264579772949219 49.593479156494141, 17.264560699462891 49.593467712402344, 17.264554977416992 49.593460083007812, 17.264543533325195 49.593463897705078, 17.264518737792969 49.593463897705078, 17.264495849609375 49.593467712402344, 17.264472961425781 49.593482971191406, 17.26446533203125 49.5934944152832, 17.264263153076172 49.593570709228516, 17.26432991027832 49.593647003173828, 17.264339447021484 49.593643188476562, 17.264415740966797 49.593730926513672, 17.2643985748291 49.5937385559082, 17.264484405517578 49.593833923339844)"
30154563,bus_station,"POINT (17.285774612494791 49.588224915340518)","LINEARRING (17.28535270690918 49.5884895324707, 17.285663604736328 49.588596343994141, 17.2857723236084 49.588615417480469, 17.285861968994141 49.588623046875, 17.285917282104492 49.588638305664062, 17.286380767822266 49.588069915771484, 17.286294937133789 49.588039398193359, 17.286106109619141 49.587974548339844, 17.285957336425781 49.587924957275391, 17.285818099975586 49.587875366210938, 17.285654067993164 49.587818145751953, 17.285608291625977 49.587802886962891, 17.285238265991211 49.588249206542969, 17.285221099853516 49.588275909423828, 17.285209655761719 49.588298797607422, 17.285205841064453 49.588321685791016, 17.285207748413086 49.588359832763672, 17.285232543945312 49.588405609130859, 17.285255432128906 49.588432312011719, 17.285282135009766 49.588451385498047, 17.28535270690918 49.5884895324707)"
32011714,school,"POINT (17.252955320136007 49.574766753770746)","LINEARRING (17.252773284912109 49.574920654296875, 17.252731323242188 49.575199127197266, 17.252851486206055 49.5752067565918, 17.252851486206055 49.575199127197266, 17.252996444702148 49.5752067565918, 17.252994537353516 49.575218200683594, 17.253114700317383 49.575225830078125, 17.253252029418945 49.574333190917969, 17.253131866455078 49.574325561523438, 17.253129959106445 49.574333190917969, 17.252986907958984 49.574325561523438, 17.252988815307617 49.574314117431641, 17.25286865234375 49.574306488037109, 17.252822875976562 49.574611663818359, 17.252817153930664 49.574611663818359, 17.2528133392334 49.57464599609375, 17.252687454223633 49.574638366699219, 17.252643585205078 49.574913024902344, 17.252773284912109 49.574920654296875)"
