WKT,name,waterway
"LINESTRING (20.1506531 49.0973402,20.1507658 49.0972857,20.1509455 49.0972524,20.1511037 49.0971839,20.1511333 49.0970803,20.1511681 49.0969362,20.1512593 49.0968695,20.1514122 49.0968291,20.1515919 49.0967676,20.1516 49.0966921,20.1515705 49.0965973,20.1516375 49.0965463,20.1518119 49.096513,20.1519513 49.0964111,20.1519862 49.0962899,20.1520425 49.0962408,20.1522142 49.0961898,20.1524314 49.096181,20.152579 49.0961319,20.1526299 49.0960195,20.1526299 49.0957806,20.152756 49.0956823,20.152925 49.0956489,20.1530752 49.0955769,20.1531583 49.0954908,20.1532978 49.095482,20.1533917 49.0955295,20.1534695 49.0956015,20.1536036 49.0956296,20.1538289 49.0956173,20.1539523 49.095554,20.1539764 49.095468,20.1539013 49.0953591,20.1538262 49.095259,20.1538316 49.0951501,20.1539201 49.0950798,20.1540595 49.0948796,20.154191 49.0948181,20.1543465 49.0947742,20.1543895 49.0946952,20.1543036 49.0946249,20.1541749 49.0945687,20.1540488 49.0945635,20.1539174 49.0945213,20.1538342 49.094437,20.1538611 49.0942596,20.1539549 49.0941859,20.1541588 49.0941806,20.1543224 49.0941753,20.1545182 49.0941068,20.1547113 49.0940524,20.1547811 49.0939575,20.1548052 49.0936783,20.154883 49.0935659,20.1550251 49.0935413,20.1552799 49.0934851,20.155339 49.0934218,20.1552853 49.0933463,20.1552397 49.0932392,20.1552773 49.0931637,20.155347 49.0930776,20.155355 49.0930038,20.1553336 49.0928493,20.1553953 49.0927351,20.1554892 49.0926982,20.1555616 49.0927052,20.1556286 49.0927509,20.1556876 49.0927772,20.1558325 49.0927562,20.156157 49.0926683,20.1563019 49.0926069,20.1563528 49.0925419,20.1563421 49.092498,20.1563314 49.0924505,20.1563931 49.092375,20.1565138 49.0923487,20.1568732 49.0922626,20.1569885 49.0921976,20.1570234 49.0921379,20.1570046 49.0920993,20.1569322 49.0920395,20.1568705 49.0918042,20.1569107 49.0917445,20.1570609 49.0916847,20.1572085 49.0915987,20.1572058 49.0915495,20.1571494 49.0915021,20.1571468 49.0914371,20.1572219 49.0913809,20.1573452 49.0913089,20.1576483 49.0912667,20.1578173 49.0911947,20.157812 49.0911174,20.1577476 49.0909593,20.1576725 49.0908785,20.1576913 49.0907872,20.1577637 49.090738,20.1577288 49.0905114,20.1577985 49.0903814,20.1578736 49.0903428,20.157989 49.0902884,20.158402 49.0900003,20.1585254 49.0899933,20.158681 49.0899722,20.1587293 49.0899125,20.1586729 49.0898176,20.1586408 49.0897421,20.1586783 49.0897157,20.1591262 49.089656,20.1594481 49.0895594,20.1594785 49.0895606,20.159711 49.0895699,20.1598451 49.0895172,20.1598531 49.0894119,20.1599765 49.08931,20.1601642 49.0891413,20.1601884 49.0890078,20.1602635 49.0886952,20.1603654 49.0886179,20.1603681 49.0885248,20.1603118 49.0883052,20.1604432 49.0882139,20.1609367 49.0880259,20.1610682 49.0879065,20.1611298 49.087845,20.1612774 49.0878169,20.1614168 49.0877958,20.16139 49.0877361,20.1612908 49.0876518,20.1613015 49.087571,20.161441 49.0874498,20.1616395 49.0873672,20.1617092 49.0872829,20.1616448 49.0872056,20.1615268 49.0871143,20.1618084 49.0868227,20.161964 49.0866734,20.1627955 49.0864713,20.1632944 49.0863853,20.1640105 49.0862623,20.1641473 49.0862078,20.1641125 49.0861253,20.1641125 49.0860322,20.1642251 49.0859039,20.1643458 49.0858706,20.1644075 49.0859514,20.1646409 49.0859953,20.1648286 49.086127,20.1650432 49.08612,20.165239 49.086055,20.1656949 49.086048,20.1658827 49.0859004,20.1659524 49.0857704,20.1662689 49.0857775,20.1665318 49.085911,20.1668268 49.0859812,20.1671648 49.0860128,20.1675349 49.0859004,20.1677763 49.0856439,20.168184 49.085391,20.1683932 49.0853629,20.1688063 49.085405,20.1691657 49.0853594,20.1694286 49.0852996,20.1698041 49.0853383,20.170362 49.0854929,20.1707536 49.0855385,20.1711559 49.0854753,20.1715583 49.085398,20.1720625 49.0852996,20.1724166 49.0853453,20.1727438 49.0855641,20.1730281 49.0856826,20.1735753 49.0857318,20.1739615 49.0857318,20.174278 49.0857704,20.1745355 49.0858337,20.1748574 49.0858934,20.1752597 49.085918,20.1758927 49.0859004,20.1761341 49.0858091,20.1764935 49.0858442,20.17681 49.0859074,20.1769334 49.0859356,20.177254 49.0859232,20.1775879 49.0858688,20.1780975 49.085911,20.1785535 49.0859039,20.1789129 49.0858442,20.1791596 49.0856826,20.1794171 49.0855702,20.1796853 49.085528,20.1801574 49.0855737,20.1809165 49.0856123)",,stream
"LINESTRING (20.1453276 49.1178129,20.1455918 49.1176979,20.1458305 49.1175943,20.1458895 49.117496,20.1459646 49.1173591,20.146021 49.1172906,20.1459244 49.1171502,20.1460719 49.1170449,20.1460987 49.1168324,20.1461792 49.1166902,20.1461309 49.1165621)",,stream
"LINESTRING (20.1506531 49.0973402,20.150916 49.0968572,20.1510394 49.0966851,20.1510394 49.096556,20.1509777 49.0964612,20.1509884 49.0964225,20.1510783 49.0963242,20.1510367 49.0962557,20.1510608 49.0961889,20.1510917 49.0961284,20.1510783 49.0960765,20.1509991 49.0960098,20.1508623 49.0958965,20.1508047 49.0957938,20.1507966 49.0956217,20.1507551 49.0955479,20.1509066 49.0953275,20.1509871 49.0950263,20.1510675 49.0948278,20.151266 49.0947101,20.1512928 49.094596,20.1512714 49.0944555,20.1513063 49.0941744,20.1514055 49.0940831,20.1518132 49.0940041,20.1521967 49.0939883,20.1524677 49.0939268,20.1526286 49.0937793,20.1527439 49.0936791,20.1527868 49.0935615,20.1528995 49.0933823,20.1529451 49.0933208,20.1528727 49.0931593,20.1528727 49.0930837,20.1529156 49.0930469,20.1530175 49.0930065,20.1530524 49.0928923,20.1530926 49.0928062,20.1531677 49.092801,20.1532643 49.0928027,20.153334 49.0927518,20.1534172 49.0926569,20.1536532 49.0925674,20.1536907 49.0924989,20.1537095 49.0924409,20.1538141 49.0923987,20.1539187 49.0923355,20.1540072 49.0922178,20.1541065 49.0919719,20.1542138 49.0918437,20.1544337 49.0917313,20.15449 49.0916681,20.1544605 49.0915732,20.1544847 49.0914942,20.1544471 49.0913976,20.1545249 49.0912272,20.1544981 49.0911815,20.1544444 49.0911622,20.1544337 49.0911042,20.15449 49.0909883,20.1544847 49.0909409,20.1544632 49.0909022,20.1543881 49.0908741,20.1543586 49.0908091,20.1544391 49.0906704,20.1544257 49.090565,20.1543023 49.0903981,20.1542808 49.0902576,20.1544739 49.0901891,20.1545383 49.0900732,20.1546161 49.0899713,20.1547636 49.0899502,20.154836 49.0898589,20.1550157 49.0895251,20.1552008 49.0893583,20.1553778 49.0889859,20.1555576 49.0888893,20.1556112 49.0887962,20.1555683 49.0886925,20.1555415 49.0885749,20.1557131 49.0884238,20.1558311 49.0882306,20.155807 49.0880444,20.1559331 49.0879636,20.1560806 49.0878582,20.1561289 49.0877458,20.1569684 49.0869606,20.1575799 49.0857977,20.1579662 49.0854639,20.1584114 49.0852215,20.1599296 49.0844204,20.1614745 49.0837669,20.1621021 49.0834226,20.162821 49.0831486,20.1632662 49.082878,20.1634862 49.0827059,20.1637115 49.0825794,20.1645859 49.0815569,20.1651921 49.0809947,20.1658519 49.0805907,20.1663572 49.0802895)",Batizovský potok,stream
"LINESTRING (20.0716883 49.0832761,20.0719622 49.0833268)",,stream
"LINESTRING (20.1256044 49.0951915,20.1258227 49.0947896,20.1258875 49.0944504,20.1260272 49.0943721,20.1263303 49.0942778,20.1267413 49.0940213,20.1269613 49.0937016,20.1272382 49.0931643,20.1273288 49.0929758,20.1274782 49.0928564,20.1277036 49.0926597,20.1281327 49.0925156,20.128358 49.0920344,20.12883 49.0917928,20.1292807 49.0916655,20.129624 49.0916304,20.1299244 49.0917112,20.1303697 49.0916901,20.1308471 49.0917112,20.1312387 49.0916761,20.1316303 49.0912053,20.1318663 49.0909419,20.1322838 49.0909002,20.1326693 49.0908725,20.132957 49.0908451,20.1334106 49.0906614)",,stream
"LINESTRING (20.0752707 49.1352678,20.0752986 49.135115,20.0747728 49.1346342,20.074653585837 49.1344404321813)",Poprad,river
"LINESTRING (20.0746236218351 49.1341465833259,20.0748158 49.1339217,20.074923 49.1337672,20.0746816 49.1334794,20.074540412494 49.1333305718444)",Poprad,river
"LINESTRING (20.0743920233451 49.1318753596324,20.0745153 49.1316402,20.0744843 49.1312791,20.0743025938888 49.1309983491643)",Poprad,river
"LINESTRING (20.0742400120344 49.13038462586,20.0742586 49.1303468,20.0743828 49.1300586,20.0742695 49.1297767,20.0742657 49.1295475,20.0741438082552 49.1294411814408)",Poprad,river
"LINESTRING (20.074138059793 49.1293848078281,20.0741772 49.1293018,20.0741558 49.1291596,20.0743219 49.128948,20.074593 49.1289438,20.0749148 49.1287718,20.0747936 49.1285364,20.0749014 49.1281259,20.0748558 49.1278995,20.0748156 49.127587,20.0750033 49.1273185,20.0753011 49.1270728,20.0754888 49.1267937,20.0754244 49.1266041,20.0752823 49.1263145,20.0752903 49.1259231,20.0754391 49.1257003,20.0757441 49.1254028,20.0758724 49.1252772,20.075859 49.1250455,20.0757704 49.1249349,20.0755004 49.1248633,20.0751991 49.1246777,20.0751026 49.1245689,20.0753601 49.1243197,20.0755746 49.123944,20.0756658 49.1237334,20.0756015 49.1235544,20.0756229 49.1231717,20.0756122 49.1228979,20.0753279 49.122603,20.0752045 49.1223432,20.0754137 49.1218833,20.0754942 49.1215568,20.075226 49.1210652,20.075439 49.120703,20.0755059 49.1205892,20.0759069 49.1199096,20.0758991 49.119766,20.0761011 49.1195833,20.0760431 49.1192018,20.0763133 49.1189237,20.076469 49.118735,20.0765701 49.1184868,20.0766214 49.1183084,20.0765509 49.1180625,20.076492 49.1178759,20.0767012 49.117725,20.0769146 49.1176394,20.0775172 49.1174769,20.0779025 49.1172595,20.0784498 49.1169049,20.0791562 49.1167843,20.0805969 49.1164992,20.0813392 49.1163577,20.0815066 49.1163258,20.0818403 49.1163311,20.0820357 49.1163923,20.0821578 49.1164641,20.0824928 49.1167085,20.0828803 49.116857,20.083334 49.1168684,20.0841018 49.1168479,20.0844823 49.1163864,20.0846254 49.1162448,20.084922 49.1161534,20.0853234 49.1161214,20.0855119 49.1159798,20.0857178 49.1153744,20.0871418 49.1147964,20.0880318 49.1146,20.0884611 49.1146022,20.0885623 49.1145794,20.0886251 49.1145109,20.0887089 49.1143007,20.0889358 49.1139968,20.089299 49.1139017,20.0897925 49.1137542,20.0898408 49.1133785,20.0902217 49.1131643,20.090824 49.1130419,20.0912516 49.1129852,20.0914984 49.1127324,20.0914823 49.112462,20.0919276 49.1121495,20.0925412 49.1120001,20.0932043 49.111988,20.0938212 49.1121495,20.094481 49.1121425,20.0949263 49.1120056,20.095173 49.1117808,20.0958168 49.111693,20.0964766 49.1117352,20.0976782 49.1116965,20.0983219 49.1116052,20.0989496 49.1117914,20.0993036 49.112002,20.0995558 49.112297,20.0997703 49.1123743,20.0997864 49.1125358,20.099883 49.1125814,20.1006608 49.1129115,20.1012402 49.113217,20.1015138 49.1132381,20.1020127 49.1132364,20.1025057 49.1131516,20.1029032 49.112966,20.1033431 49.1128958,20.1036261 49.1126558,20.104137 49.1124148,20.1050168 49.1125938,20.1055371 49.1127008,20.1060789 49.1127008,20.1064329 49.1125393,20.1070767 49.1122532,20.1079726 49.1122286,20.1083212 49.1122251,20.1087558 49.1124007,20.1092698 49.1123497,20.110526 49.1119126,20.1107674 49.1118951,20.110923 49.1119267,20.1114326 49.1122111,20.111674 49.1122743,20.1128864 49.1120496,20.1134604 49.1119793,20.1141416 49.112176,20.1146657 49.1121737,20.1151126 49.1119793,20.1154184 49.1118143,20.1154827 49.1110663,20.1164644 49.1102657,20.116738 49.1101042,20.1170652 49.1099602,20.1174997 49.1096309,20.1180899 49.10943,20.1183527 49.1088786,20.1183098 49.1083308,20.1183956 49.1079866,20.1181703 49.1076952,20.1182991 49.1074107,20.11846 49.1071825,20.1186317 49.107056,20.1190233 49.1070595,20.1193719 49.1070455,20.1195275 49.1068945,20.1196294 49.1065328,20.1200747 49.1062378,20.1203697 49.1061675,20.120654 49.1059709,20.1207882 49.105272,20.1204877 49.104977,20.1204877 49.1047382,20.1200908 49.1042219,20.1198655 49.1039023,20.1198869 49.1037408,20.1201605 49.1035441,20.1202839 49.1034177,20.1202463 49.1032526,20.1205253 49.1030875,20.120815 49.1028557,20.1209705 49.1026942,20.1209223 49.1025115,20.1207882 49.1023746,20.1206165 49.1022622,20.1206122 49.1021294,20.1206111 49.1020936,20.1208311 49.1019707,20.1213808 49.1018507,20.121743 49.1017178,20.1223331 49.1012542,20.1223599 49.1010154,20.1222614 49.1005785,20.1227518 49.099887,20.1228083 49.0996089,20.1230736 49.0994581,20.1232667 49.0992652,20.1233942 49.0989289,20.1232719 49.098627,20.1233586 49.0983669,20.1236688 49.0980439,20.1234865 49.0977594,20.1231154 49.0975254,20.1231006 49.0973062,20.1239915 49.0964644,20.1242847 49.0960806,20.1245709 49.0956555,20.1249269 49.0954886,20.1256044 49.0951915,20.1260594 49.0949587,20.1268211 49.0945934,20.1276043 49.0942913,20.1282266 49.0939611,20.1290098 49.0937855,20.1294247 49.0935007,20.1295311 49.093247,20.1297994 49.0928641,20.1299496 49.0928255,20.1306818 49.092778,20.1312478 49.092576,20.1315911 49.092367,20.13198 49.0917698,20.1323984 49.0915345,20.1331655 49.0913694,20.1336027 49.0911726,20.1336027 49.0909952,20.1334928 49.09073,20.1334106 49.0906614)",Poprad,river
"LINESTRING (20.1285771 49.1185842,20.1286683 49.1184824,20.1288829 49.1183543,20.1292128 49.1182208,20.1294515 49.1181822,20.1295079 49.1181506,20.1295481 49.1180681,20.1296071 49.1180295,20.1297332 49.1180313,20.1299182 49.1180751,20.1300309 49.1180874,20.1301087 49.1180839,20.1301596 49.1180102,20.1302186 49.1179452,20.1303635 49.1179084,20.1304332 49.1179101,20.1307417 49.1179101,20.1307846 49.1178768,20.1307685 49.1177872,20.1307953 49.1177205,20.1307819 49.1176117,20.1308785 49.1175537,20.1310072 49.1175327,20.1309831 49.1174546,20.1309871 49.1173571,20.1310005 49.1173036,20.1310617 49.1172348,20.1312929 49.1171342,20.1313559 49.117121,20.1314162 49.117121,20.1314726 49.1171105,20.1315276 49.1170806,20.131612 49.1170271,20.1316818 49.1169007,20.1316831 49.1168621,20.1316295 49.1167945,20.1316295 49.1166962,20.1316442 49.1166409,20.1316939 49.1165979,20.1317529 49.1165856,20.1319487 49.116518,20.1320492 49.1164776,20.1321163 49.1164223,20.1321378 49.1163091,20.1321418 49.1162617,20.1321002 49.1161976,20.1320855 49.1161493,20.132127 49.1160703,20.1321673 49.1160308,20.1322276 49.116008,20.1322866 49.1160071,20.1323362 49.1159895,20.1323523 49.1159246,20.132414 49.1158491,20.1324207 49.1158087,20.1323872 49.115742,20.1323832 49.1156779,20.1324408 49.1155673,20.1324234 49.1154058,20.1324811 49.115318,20.1324704 49.1152346,20.1324891 49.1151583,20.1324704 49.1151012,20.1325159 49.1150354,20.1325227 49.1150011,20.1324824 49.1149704,20.1324476 49.1149169,20.1325092 49.1147992,20.1325066 49.1147062,20.1325468 49.1146693,20.1326192 49.1146728,20.1326755 49.1146535,20.1327319 49.1145903,20.1327426 49.1144867,20.1327506 49.1144358,20.1329545 49.1142339,20.1330564 49.1141075,20.1330886 49.114025,20.1330913 49.1138898,20.1331127 49.1138301,20.1331825 49.113781,20.1333139 49.113723,20.1334614 49.1135545,20.1334909 49.1135036,20.1334909 49.1134404,20.1335151 49.1134017,20.1337404 49.11317,20.1338235 49.1131507,20.1339684 49.1130682,20.1340327 49.1130313,20.134081 49.1128294,20.1341239 49.1127539,20.1342554 49.1126837,20.1343868 49.1126837,20.1346389 49.1125379,20.1349125 49.1123009,20.134934 49.1122693,20.1349152 49.1121499,20.1349635 49.112085,20.1350627 49.1120551,20.1351646 49.1120516,20.1352183 49.1120253,20.135237 49.1119673,20.1352424 49.1118866,20.1352961 49.1118251,20.1353926 49.111776,20.135854 49.1116443,20.1359371 49.1116109,20.1360471 49.111495,20.1363984 49.1113107,20.1365138 49.1111983,20.1365674 49.1111123,20.1365567 49.1110368,20.1365165 49.1109824,20.1365111 49.110949,20.1365218 49.11087,20.1365835 49.1107348,20.136731 49.1105715,20.1368544 49.1104627,20.1371173 49.110331,20.1371763 49.1102748,20.1372782 49.1102168,20.1373533 49.1100606,20.137415 49.1100009,20.1376081 49.1099236,20.1378388 49.1096919,20.1378844 49.1095637,20.137938 49.1095233,20.1380185 49.109504,20.1380587 49.1094794,20.1381338 49.1093091,20.1381258 49.1092512,20.13804 49.1091757,20.138048 49.1091177,20.1381446 49.109058,20.1384316 49.1088034,20.1384986 49.1087578,20.1385442 49.1087332,20.1385469 49.1086823,20.1385281 49.1086243,20.1385388 49.1086032,20.1389948 49.1085102,20.1390646 49.1084224,20.1390914 49.1083539,20.1392818 49.1082538,20.1394669 49.1079992,20.139491 49.1079009,20.1397297 49.1077165,20.1397619 49.1075778,20.1396949 49.1074883,20.1397056 49.1074461,20.1397593 49.1074128,20.1398826 49.1073987,20.1398907 49.1073706,20.1398531 49.1073021,20.1398907 49.1072266,20.1399711 49.107181,20.140124 49.1068105,20.1401643 49.1067543,20.1402447 49.1067069,20.1403413 49.1066876,20.1404539 49.1066191,20.1404727 49.1065717,20.1403923 49.1064576,20.1403708 49.1064119,20.140411 49.106303,20.1404566 49.1062135,20.1405586 49.1061397,20.1405746 49.1060853,20.1405398 49.1060221,20.1405478 49.1059852,20.140631 49.1059097,20.1406337 49.10585,20.1405988 49.1057446,20.1405022 49.1056972,20.1404513 49.1056182,20.1404647 49.1055146,20.1404861 49.1053496,20.1405317 49.1052723,20.1406524 49.1052126,20.1407356 49.1051933,20.1407758 49.1051529,20.1407812 49.1051125,20.1407114 49.1050668,20.1406605 49.1050405,20.1406632 49.1050071,20.1406766 49.1049826,20.1406846 49.1049246,20.1406712 49.1048807,20.1406149 49.1048017,20.1406229 49.104749,20.1406793 49.1046401,20.1406337 49.1045594,20.1405505 49.104533,20.1405049 49.1044821,20.1404754 49.1043996,20.1404915 49.1043416,20.1406122 49.1042661,20.1406363 49.1042292,20.14069 49.1039992,20.1406846 49.103943,20.1406122 49.1038201,20.1406015 49.1037516,20.1406605 49.1036287,20.140749 49.1035339,20.1408026 49.1033126,20.1407839 49.1032687,20.1406524 49.103144,20.1405693 49.1029491,20.1406015 49.1027963,20.1406417 49.1027366,20.1406444 49.102698,20.1406283 49.1026523,20.1403145 49.102338,20.1402179 49.1021887,20.1401518 49.1019885)",,stream
"LINESTRING (20.1224421 49.1182219,20.122721 49.1178286,20.122713 49.1177479,20.1231716 49.1174178,20.1233808 49.1171773,20.123464 49.1169947,20.1235337 49.1167683,20.1235257 49.1166436,20.1238556 49.1159607,20.1240112 49.1155183,20.1239682 49.1154586,20.1238824 49.1154182,20.1238422 49.1153129,20.1236625 49.1150952,20.1235552 49.1147441,20.1234962 49.1146493,20.1232494 49.1145615,20.1231689 49.1144544,20.1230402 49.1141507,20.1228819 49.1138978,20.1229436 49.113645,20.1228256 49.1133975,20.1228229 49.1133325,20.1226057 49.1131534,20.1224608 49.1131254,20.1222436 49.1129515,20.1221443 49.1129147,20.1221014 49.1128216,20.1218677 49.112647,20.1218225 49.1126109,20.1218305 49.1125231,20.1217232 49.1123862,20.1215811 49.1123142,20.1214121 49.1123054,20.1213048 49.1122229,20.1212351 49.1121141,20.12116 49.1120544,20.1211814 49.1119438,20.1211466 49.1118577,20.1212002 49.1117085,20.121337 49.1116067,20.1213343 49.1115557,20.1211036 49.1113152,20.1210661 49.1112801,20.1211546 49.1111502,20.1211412 49.1110641,20.1213236 49.1108798,20.1213769 49.1107381,20.1214121 49.1106445,20.1214684 49.1105637,20.121455 49.1104882,20.1213504 49.110425,20.1213263 49.1103056,20.1213933 49.110202,20.1215033 49.1101072,20.1215596 49.1097684,20.12175 49.1096051,20.1218332 49.1095331,20.1218305 49.1092908,20.1218064 49.1089484,20.1218466 49.1087921,20.1219163 49.1086639,20.1219163 49.1085744,20.121852 49.1084726,20.1219593 49.1083303,20.122021 49.1082373,20.1221095 49.1075156,20.1220183 49.1072294,20.1221604 49.1071539,20.1221229 49.1070134,20.1221256 49.1069502,20.1221819 49.1068905,20.1221631 49.1068396,20.1220746 49.1067852,20.122088 49.1066078,20.1221846 49.1065323,20.122206 49.1064375,20.1222007 49.1063514,20.1222677 49.1062443,20.1223321 49.1061759,20.1223267 49.1061355,20.1222409 49.1059845,20.1222731 49.1058738,20.1223696 49.1057211,20.1226003 49.1055367,20.1226164 49.1054401,20.1226137 49.1053295,20.1225735 49.1051592,20.1224877 49.1050854,20.1224367 49.1049959,20.1224126 49.1048009,20.1223965 49.1045288,20.1224716 49.1044339,20.1226566 49.1043093,20.1228739 49.1041986,20.1229222 49.1041301,20.1229356 49.1038597,20.1230402 49.1033733,20.123236 49.1031731,20.123354 49.1029027,20.1234506 49.1027394,20.1235498 49.1026375,20.1235981 49.1023917,20.1237376 49.1023162,20.1237644 49.1022389,20.1237376 49.1021441,20.1238127 49.101986,20.123877 49.1019088,20.1237832 49.1016208,20.1237805 49.1014276,20.1238797 49.1009447,20.1239307 49.1009043,20.1240863 49.1008762,20.1241318 49.10082,20.1241292 49.1006654,20.1241774 49.1005478,20.1243089 49.1004143,20.1246737 49.1003318,20.1247085 49.1001561,20.124899 49.0999718,20.1252235 49.0998155,20.1253979 49.0995696,20.1254542 49.0992746,20.1254139 49.0990673,20.125312 49.0989532,20.1252342 49.0988215,20.1252718 49.0985932,20.1253362 49.0984386,20.1254247 49.0984035,20.1256366 49.0983877,20.1258672 49.0982788,20.1262642 49.0981032,20.126342 49.0977783,20.1264734 49.097708,20.1269401 49.0975535,20.1271788 49.0974165,20.1273317 49.0972813,20.127439 49.0970371,20.1274336 49.0968984,20.12749 49.0967421,20.1276965 49.0964365,20.1277367 49.0963223,20.1281847 49.0958218,20.1286165 49.0955724,20.128925 49.0954108,20.1289571 49.0953581,20.1288043 49.0951316,20.1286406 49.0948505,20.128595 49.0945625,20.1288713 49.0940338,20.129338 49.0937072,20.1294247 49.0935007)",,stream
"LINESTRING (20.2004495 49.0329498,20.2005246 49.0330132,20.2006507 49.0330272,20.2007445 49.0331222,20.200766 49.0332031,20.2008545 49.0332418,20.2009511 49.0333279,20.200947 49.0333605,20.2009028 49.0333895,20.2008894 49.0334167,20.2009377 49.033444,20.2009779 49.0334871,20.2010275 49.0335134,20.2010704 49.0335108,20.2011321 49.0334915,20.2011858 49.0335003,20.201234 49.0335222,20.2012676 49.0335601,20.2013038 49.0335724,20.201336 49.0335706,20.2013829 49.0335565,20.2014848 49.0335776,20.201517 49.0335952,20.2015519 49.033597,20.2016028 49.0335873,20.2016404 49.0335662,20.2018791 49.0336198,20.20191 49.0336506,20.2019488 49.0336533,20.2021031 49.0335979,20.2022493 49.033495,20.2022922 49.0334756,20.2023217 49.0334888,20.2023673 49.0334853,20.2023968 49.0334598,20.2024062 49.033437,20.2024196 49.033378,20.2025255 49.0333367,20.2027685 49.0332922,20.2029535 49.0332641,20.2030581 49.0331973,20.2031842 49.0331709,20.2032593 49.0332043,20.2034524 49.0332025,20.203608 49.0331744,20.2036643 49.0331762,20.2037287 49.0332043,20.2038145 49.0332008,20.203946 49.0331744,20.2041069 49.0331656,20.2042303 49.0330953,20.2043268 49.033097,20.2045414 49.0330619,20.2047131 49.0331357,20.2049223 49.0331902,20.2050564 49.033192,20.2060971 49.0331568,20.2065987 49.0331375,20.2073457 49.0331049,20.2076326 49.0330882,20.2077077 49.0330495,20.2077426 49.0328526)",,stream
"LINESTRING (20.2075468 49.0322371,20.2076166 49.0324516,20.2076005 49.032631,20.2076273 49.0327805,20.2077426 49.0328526,20.2078526 49.0328878,20.2079331 49.0328737,20.2081289 49.0328667,20.2083944 49.0329089,20.2086009 49.0328948,20.2090354 49.0329774,20.2092795 49.0329388,20.2095129 49.0329546,20.2099635 49.0329458,20.210162 49.0329704,20.2103417 49.0329405,20.2104651 49.0329493,20.210677 49.0329177,20.2107601 49.0329247,20.2108862 49.0329036,20.2116855 49.0328508,20.2119242 49.0328878,20.2129086 49.032937,20.2140512 49.0329388,20.2146493 49.0327752,20.2151214 49.0327559,20.2156256 49.0328121,20.2158241 49.0327946,20.215969 49.0328104,20.2173369 49.0328403,20.2180664 49.0327875,20.2187853 49.0327822,20.2190562 49.032835,20.2196382 49.032777,20.220172 49.0326732,20.2207245 49.0326187,20.2210491 49.0325853,20.2212341 49.0326222,20.2217142 49.0326257,20.2223446 49.0325519,20.2230124 49.0324763,20.2231413 49.0324643,20.2246808 49.0323215,20.2248015 49.0323233,20.2251046 49.0322213,20.2252387 49.032223,20.2255418 49.0321035,20.2257349 49.03207,20.2259307 49.0320173,20.2264081 49.0320173,20.226671 49.0320278,20.2268614 49.0319047,20.227186 49.0318573,20.2279665 49.0317869,20.2284479 49.0317133,20.2287376 49.0316078,20.2292633 49.0315234,20.2307707 49.0311436,20.2308498 49.0311084,20.2312696 49.0311717,20.2315539 49.0312174,20.2318114 49.0311541,20.2320421 49.031031,20.2322084 49.030922,20.2323129 49.0308757,20.2326107 49.0305914,20.2331632 49.0303627,20.2336085 49.0302713,20.2339196 49.0301869,20.2346063 49.0298844,20.2349389 49.0298774,20.2353358 49.0299161,20.2367413 49.0299829,20.2376103 49.0301693,20.2380502 49.0302221,20.2390373 49.0302256,20.2395093 49.0301834,20.2399868 49.0302221,20.240432 49.0302783,20.2407861 49.030303,20.2413118 49.0302783,20.2414352 49.0302854,20.2420789 49.030317,20.2428514 49.0303416,20.2431035 49.0300954,20.2436507 49.0300251,20.2439672 49.0298668,20.2442354 49.0297578,20.2444822 49.0296698,20.2447665 49.0295643,20.244965 49.0295151,20.2451581 49.0293041,20.245657 49.0289207,20.2462095 49.0282102,20.2466387 49.0279182,20.2470893 49.0276966,20.2475399 49.0274398,20.2478456 49.0273449,20.2480173 49.0270916,20.2483231 49.0268735,20.2485108 49.0266906,20.2487791 49.0264444,20.2491653 49.0262685,20.2495569 49.0260364,20.2499431 49.0258148,20.250324 49.0256213,20.2507907 49.0254313,20.2512199 49.0253118,20.25159 49.0251464,20.2517826 49.025224,20.2519923 49.0252766,20.2523893 49.0251218,20.2527112 49.0250514,20.2528936 49.0250831,20.253076 49.025069,20.2532047 49.0251112,20.2532369 49.0251781,20.2533925 49.0252027,20.2537465 49.0251922,20.2539825 49.0253575,20.2541864 49.0254489,20.2547014 49.0256846,20.2549642 49.0258042,20.2552059 49.0258085,20.2555597 49.0258148,20.2558494 49.0259097,20.2566916 49.0265851,20.2569115 49.0268348,20.2570564 49.0270283,20.257228 49.0271866,20.2573407 49.0273554,20.2573943 49.0274715,20.2572755 49.027629)",,stream
"LINESTRING (20.2100175 49.1265083,20.2101959 49.1264398,20.2102545 49.126294,20.2104825 49.1261167,20.2106139 49.1259886,20.2106783 49.1258955,20.2107909 49.1258359,20.2108151 49.1256726,20.210925 49.1254953,20.2111718 49.1253426,20.2113971 49.1252566,20.2117217 49.1252303,20.211837 49.1251548,20.2121133 49.1249933,20.212242 49.1249231,20.2124888 49.1247529,20.2127382 49.1246633,20.2129206 49.1245405,20.2131271 49.1244861,20.2132156 49.1244299,20.21339 49.1244685)",,stream
"LINESTRING (20.110015 49.0035402,20.1105836 49.0037038,20.1110986 49.0038129,20.1117557 49.003885,20.1122466 49.0039079,20.112488 49.0039114)",,stream
